,importance
Fwd Pkt Len Max,0.09672480264599968
Fwd Pkt Len Std,0.08190837434570195
Dst Port,0.07100617073317964
Fwd Header Len,0.05924568072478587
Flow Pkts/s,0.05848579053887188
Bwd Pkts/s,0.04485745756123587
Flow Duration,0.04422530271455675
Fwd Pkts/s,0.04362831072773463
Fwd Seg Size Avg,0.04001169290147708
TotLen Fwd Pkts,0.03972375430310773
Fwd IAT Max,0.03724811537802634
Fwd Pkt Len Mean,0.033941299012555035
Subflow Fwd Pkts,0.033605004870894774
Init Bwd Win Byts,0.030782687148335004
Tot Fwd Pkts,0.03072829065041015
Subflow Fwd Byts,0.02862817669139065
Fwd IAT Tot,0.024919811343969187
Fwd IAT Mean,0.02489246023201005
Flow IAT Mean,0.01970950017140034
Fwd IAT Std,0.018988184813318904
Subflow Bwd Pkts,0.01882124025783107
ACK Flag Cnt,0.01787399668721458
PSH Flag Cnt,0.017643019648773045
Init Fwd Win Byts,0.01652287440172569
Down/Up Ratio,0.012715021313469561
Tot Bwd Pkts,0.012371668923530517
Fwd Seg Size Min,0.012084479898989859
Flow IAT Std,0.006668104310166548
Flow Byts/s,0.006027641966427721
Bwd IAT Mean,0.0035142463544094223
Bwd Header Len,0.003331305903170803
Bwd Pkt Len Std,0.002903669352209567
Bwd Pkt Len Max,0.0015235522097568344
TotLen Bwd Pkts,0.0012175255257292857
Bwd Pkt Len Mean,0.0005865854827904198
Bwd Seg Size Avg,0.0004789467263075739
Pkt Size Avg,0.00044511968731234723
Bwd IAT Max,0.00042276231055380996
Bwd IAT Min,0.0002940065587680088
Subflow Bwd Byts,0.00028771693448532005
URG Flag Cnt,0.00019473523047260855
Pkt Len Var,0.0001832157967479784
Flow IAT Min,0.00017254644126009241
Pkt Len Max,0.00010408504869601967
Flow IAT Max,9.678394370158056e-05
Pkt Len Std,7.07857485961462e-05
Pkt Len Mean,6.0403541588736177e-05
Fwd Act Data Pkts,4.6083182860396454e-05
Fwd IAT Min,3.9191815975881276e-05
Idle Mean,1.0192300144930162e-05
Idle Std,5.60088442016377e-06
Protocol,5.169650951556579e-06
Bwd IAT Tot,4.797898212853235e-06
SYN Flag Cnt,2.8094083763393862e-06
Bwd IAT Std,2.0659409995734178e-06
Active Max,1.8840662807461729e-06
Fwd PSH Flags,1.6494466475074584e-06
Active Min,1.4215661949576748e-06
FIN Flag Cnt,8.993970099480716e-07
Active Mean,6.699755123508668e-07
Bwd Pkt Len Min,3.594164737341585e-07
Fwd Pkt Len Min,1.3450806414237655e-07
Idle Min,1.1796686130097955e-07
ECE Flag Cnt,4.486136687805093e-08
Bwd URG Flags,0.0
Bwd Byts/b Avg,0.0
Active Std,0.0
Bwd Blk Rate Avg,0.0
Bwd Pkts/b Avg,0.0
RST Flag Cnt,0.0
Pkt Len Min,0.0
Bwd PSH Flags,0.0
Idle Max,0.0
Fwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
CWE Flag Count,0.0
