,importance
Subflow Fwd Pkts,0.17893843381896693
Tot Fwd Pkts,0.09471553771765101
Fwd Header Len,0.09386966618826571
TotLen Fwd Pkts,0.07958119683589943
Subflow Fwd Byts,0.07454102070457935
Fwd Seg Size Avg,0.06909338219834879
Init Bwd Win Byts,0.06896510650380598
Bwd IAT Min,0.06824891986588204
Fwd Pkt Len Std,0.04397531650225612
Fwd Pkt Len Mean,0.02982785250593096
Fwd Pkt Len Max,0.02966302851740722
Bwd Seg Size Avg,0.018842508388219038
Bwd Header Len,0.016217654031302077
Tot Bwd Pkts,0.015515215235431326
Bwd Pkt Len Std,0.014618054888294906
Pkt Size Avg,0.010734709070807985
Pkt Len Mean,0.010529058057590824
ACK Flag Cnt,0.010439861969150303
Pkt Len Max,0.01038927002707118
Bwd Pkt Len Max,0.009875369234545784
Subflow Bwd Byts,0.00986473494421586
Flow IAT Std,0.005662015578277707
Flow Byts/s,0.005594322908398672
Flow IAT Min,0.005223545396383455
Pkt Len Std,0.005124556719129659
TotLen Bwd Pkts,0.004836044883387141
Bwd IAT Std,0.004702495984528832
Down/Up Ratio,0.00281026748499901
Fwd IAT Tot,0.0010054386542861316
Flow IAT Max,0.0009127300620846141
Fwd Act Data Pkts,0.0008414570701265596
Bwd Pkts/s,0.0007855715448260208
Init Fwd Win Byts,0.000614353548235405
Fwd Pkt Len Min,0.0005568294730554633
Flow Duration,0.000487270010185842
Fwd IAT Max,0.000295508082446052
Fwd IAT Min,0.0002942449912384608
Flow IAT Mean,0.00022241137803109638
Pkt Len Min,0.00019873214187986739
Fwd IAT Mean,0.00017111529180052212
Fwd Seg Size Min,0.00016839571549827017
Fwd IAT Std,0.0001459079725195731
Fwd Pkts/s,0.0001327359887631584
Subflow Bwd Pkts,0.0001321733781005709
Flow Pkts/s,0.00012412233206967642
Idle Max,0.0001131407556230205
Pkt Len Var,7.951478021438408e-05
Idle Mean,6.574179818830054e-05
Idle Min,6.227951527789784e-05
Bwd Pkt Len Mean,4.5912868566357404e-05
Protocol,4.21242781541161e-05
Active Max,3.15898720554472e-05
Active Mean,2.092031116952761e-05
RST Flag Cnt,1.5998731964871135e-05
Bwd IAT Tot,1.038692754919736e-05
Bwd IAT Max,6.780391250092017e-06
PSH Flag Cnt,2.8155022400050378e-06
ECE Flag Cnt,2.6992382143506812e-06
Active Std,2.650240632014487e-06
Fwd PSH Flags,2.4011359139436573e-06
Bwd IAT Mean,2.3987108943736948e-06
SYN Flag Cnt,1.680449110169598e-06
URG Flag Cnt,1.6801766613957062e-06
FIN Flag Cnt,7.20095279605094e-07
Bwd Pkt Len Min,4.204251663833883e-07
Fwd URG Flags,0.0
Bwd PSH Flags,0.0
Fwd Pkts/b Avg,0.0
CWE Flag Count,0.0
Idle Std,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Active Min,0.0
Bwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
