,importance
Subflow Fwd Byts,0.09221782131981786
Flow Duration,0.08422347462075848
Fwd Pkt Len Std,0.08286811544495096
Fwd Seg Size Avg,0.07055170197775994
Fwd Pkt Len Mean,0.06994265933040562
Fwd IAT Tot,0.06537207208768704
Fwd Pkt Len Max,0.062417780369854445
Tot Fwd Pkts,0.057028787298190976
TotLen Fwd Pkts,0.05148870016474535
Flow IAT Max,0.04681457393542135
Subflow Fwd Pkts,0.038583681815837455
Subflow Bwd Pkts,0.03548789604783283
Fwd Pkts/s,0.028700922682128965
Fwd IAT Std,0.02826604796505161
Fwd IAT Max,0.02817727843720196
Fwd Header Len,0.020223292985540018
Fwd IAT Mean,0.019059287587348053
Flow Pkts/s,0.0186849519906747
Pkt Len Mean,0.01812569534909312
Bwd Header Len,0.017734552684276293
Init Bwd Win Byts,0.00925170625261379
Bwd IAT Max,0.009001127488183602
Tot Bwd Pkts,0.008996376168212306
Pkt Len Var,0.008732146732518138
Bwd Pkt Len Max,0.005418110239109031
Bwd Pkt Len Std,0.004900711459873802
Init Fwd Win Byts,0.0038400560127677236
Bwd Seg Size Avg,0.0027346526798378975
Subflow Bwd Byts,0.0017877924183499617
TotLen Bwd Pkts,0.0014941074221986692
Down/Up Ratio,0.0013959740090553068
URG Flag Cnt,0.0009304995696528884
ACK Flag Cnt,0.0008957445957667267
PSH Flag Cnt,0.0008410069174683601
Bwd Pkt Len Mean,0.0008299428857389899
Pkt Size Avg,0.0006786320011453439
Bwd IAT Min,0.0005830415927213666
Bwd IAT Tot,0.00036127972856975384
Bwd IAT Std,0.00034025416830909633
Bwd IAT Mean,0.0002777721998080626
Fwd Act Data Pkts,0.000177438010140313
Fwd IAT Min,0.00014892525432134662
Pkt Len Std,0.00013428830444935438
Flow Byts/s,0.00010826504929291663
Bwd Pkts/s,6.640542688280874e-05
Pkt Len Max,2.8408851627484038e-05
Idle Mean,1.9837943795266498e-05
Flow IAT Std,1.5325295748806694e-05
Flow IAT Mean,1.3343789602914087e-05
Flow IAT Min,7.13508846526352e-06
Fwd Seg Size Min,6.913806806798894e-06
Idle Std,4.949773595519164e-06
Protocol,2.5804920372793853e-06
Idle Max,1.6514899618993172e-06
SYN Flag Cnt,1.5220843693097989e-06
Fwd PSH Flags,1.0650862442408585e-06
Active Max,6.639112346147249e-07
Active Min,6.451363975453343e-07
Active Mean,3.560549022804041e-07
Bwd Pkt Len Min,5.051364641674938e-08
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Active Std,0.0
Bwd Blk Rate Avg,0.0
FIN Flag Cnt,0.0
RST Flag Cnt,0.0
Bwd Pkts/b Avg,0.0
Pkt Len Min,0.0
Bwd PSH Flags,0.0
ECE Flag Cnt,0.0
CWE Flag Count,0.0
Fwd Pkt Len Min,0.0
Bwd URG Flags,0.0
Fwd URG Flags,0.0
Idle Min,0.0
