,importance
Fwd Pkt Len Std,0.1245634885057714
Fwd Pkt Len Max,0.10710184909635517
Fwd IAT Max,0.08496741841989007
Fwd IAT Tot,0.06607428064439805
Subflow Fwd Byts,0.0631771460590843
Fwd Pkt Len Mean,0.060583145859723075
Flow IAT Max,0.056585696178806565
Fwd Seg Size Avg,0.055233644900969145
TotLen Fwd Pkts,0.053791437623946226
Fwd Pkts/s,0.04720940246923202
Flow Duration,0.037766751129792574
Flow IAT Mean,0.03767991881392418
Fwd IAT Mean,0.02829012813887019
Bwd IAT Mean,0.02328550252447143
Tot Fwd Pkts,0.01925567362293522
Flow IAT Std,0.018825145068593122
Flow Pkts/s,0.01881738471916614
Subflow Bwd Pkts,0.015482460191511813
Subflow Fwd Pkts,0.011493156137209089
Fwd Header Len,0.010683535161226814
Fwd IAT Std,0.009612019762296104
Flow Byts/s,0.009511460290679728
Bwd IAT Max,0.007806615934582684
Pkt Len Var,0.007748282558633902
Pkt Size Avg,0.007571295463006089
Init Fwd Win Byts,0.0038082128557112576
Bwd Pkt Len Std,0.0030512621315367376
Bwd Pkt Len Max,0.0017632014791824605
Down/Up Ratio,0.00170611085115624
TotLen Bwd Pkts,0.0011189136084443308
Subflow Bwd Byts,0.0009956855538657443
URG Flag Cnt,0.0007527966432930871
Bwd IAT Min,0.0006277573703354926
Bwd Pkt Len Mean,0.0005863555443821582
Init Bwd Win Byts,0.0005603749811157272
Bwd IAT Std,0.0002641085206790236
Bwd Header Len,0.0002538952388582335
Pkt Len Std,0.00021237986722425222
Pkt Len Mean,0.00018335190419526166
Fwd IAT Min,0.00017473596881173534
Fwd Act Data Pkts,0.00013844614660148377
Bwd IAT Tot,0.00013413189504666426
Bwd Seg Size Avg,0.0001259365979474967
Pkt Len Max,9.965390909197225e-05
Tot Bwd Pkts,8.145320356242105e-05
Flow IAT Min,6.349832787567192e-05
PSH Flag Cnt,5.5197147618559236e-05
Bwd Pkts/s,2.297525453140901e-05
Fwd Seg Size Min,2.1258869719398963e-05
ACK Flag Cnt,2.116152661726093e-05
Protocol,1.5123551871220352e-05
FIN Flag Cnt,1.4433994382516904e-05
Idle Std,1.0437333479804716e-05
Idle Mean,9.045682398566828e-06
SYN Flag Cnt,3.8066087231875552e-06
Fwd PSH Flags,3.202219632060537e-06
Idle Min,1.9757122740250843e-06
Idle Max,1.2299188190563604e-06
Active Mean,6.116987814241065e-07
Active Max,2.8663350361671264e-07
Pkt Len Min,1.5197365524659726e-07
Bwd URG Flags,0.0
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Active Min,0.0
Active Std,0.0
Fwd Blk Rate Avg,0.0
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
RST Flag Cnt,0.0
Fwd Pkt Len Min,0.0
ECE Flag Cnt,0.0
Fwd URG Flags,0.0
CWE Flag Count,0.0
Bwd Pkt Len Min,0.0
