,importance
Flow Duration,0.0610877293261685
Flow IAT Max,0.06089455081781167
Fwd Pkts/s,0.0605921827272736
Bwd Pkts/s,0.05853640280995933
Flow IAT Mean,0.05503980816313768
Fwd IAT Tot,0.04091054305531993
Flow IAT Min,0.03664091543248469
Fwd IAT Max,0.03620573233786845
Flow IAT Std,0.03517929658019536
Fwd IAT Mean,0.03459272690843192
Bwd IAT Tot,0.0327989173233226
Fwd IAT Std,0.028806664361662966
Bwd IAT Max,0.0265000510216493
Fwd IAT Min,0.026060173774951144
Bwd IAT Mean,0.024075723480361307
Init Fwd Win Byts,0.02264850127925945
Bwd IAT Std,0.02131607554011613
Bwd IAT Min,0.017624558432647142
Pkt Size Avg,0.01417811447525135
Idle Max,0.01403185328848697
Pkt Len Mean,0.013958526103925721
Pkt Len Var,0.012826655483759062
Pkt Len Std,0.012677606966511995
Active Mean,0.012586296310370093
Active Min,0.012496002448743587
Idle Mean,0.012363747129359415
Active Max,0.012080335530227932
Init Bwd Win Byts,0.012004106992333681
Fwd Pkt Len Mean,0.011993763885139858
Idle Min,0.011982270074104429
Fwd Seg Size Avg,0.011954939830906333
Bwd Pkt Len Mean,0.011342007774358516
Bwd Seg Size Avg,0.011120592063015513
Fwd Pkt Len Max,0.010788914669265983
Idle Std,0.010073541904593641
Fwd Pkt Len Std,0.007986974615030184
Active Std,0.00762382498156454
Pkt Len Max,0.007420391732451821
Bwd Pkt Len Max,0.007050977829032258
TotLen Bwd Pkts,0.006991263780539463
Subflow Bwd Byts,0.006974600346430478
Bwd Pkt Len Std,0.006897463878907978
Fwd Header Len,0.00554724055346181
Bwd Pkt Len Min,0.005269504551481111
Bwd Header Len,0.005221292246523627
Pkt Len Min,0.0044286571385117966
Fwd Pkt Len Min,0.00424459387683972
Subflow Fwd Pkts,0.004025310188493286
Tot Fwd Pkts,0.004010916274985155
TotLen Fwd Pkts,0.003951388555010479
Subflow Fwd Byts,0.003754838029560059
Subflow Bwd Pkts,0.0037328916491889746
Tot Bwd Pkts,0.003684852041295883
Fwd Seg Size Min,0.003542451464053315
Fwd Act Data Pkts,0.0025834577847926627
Down/Up Ratio,0.0013879960779607894
PSH Flag Cnt,0.0012885275156222936
ECE Flag Cnt,0.000878400726608731
RST Flag Cnt,0.0008751144030871685
ACK Flag Cnt,0.0007900287054625607
CWE Flag Count,0.00040189733812339817
URG Flag Cnt,0.00039990961548661637
Fwd PSH Flags,0.00027439156824930045
Fwd URG Flags,0.00026039736048254306
SYN Flag Cnt,0.00025915281023051133
Protocol,0.00019300337113024732
FIN Flag Cnt,7.846068642602312e-05
Fwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
