,importance
Flow IAT Max,0.06554131566844325
Fwd Pkts/s,0.06208380564805096
Flow Duration,0.061446331296804026
Bwd Pkts/s,0.05865872756889261
Flow IAT Mean,0.055879098094613215
Fwd IAT Tot,0.04277556190451382
Flow IAT Min,0.04012380225291571
Fwd IAT Max,0.03839676007190994
Bwd IAT Tot,0.034496181476549904
Flow IAT Std,0.032894847435763985
Fwd IAT Mean,0.032888283052189986
Bwd IAT Max,0.030920908788003243
Fwd IAT Std,0.026621667844046674
Fwd IAT Min,0.02456594062836034
Bwd IAT Mean,0.02151505156572322
Bwd IAT Std,0.019854994261712746
Idle Max,0.018546152021674495
Init Fwd Win Byts,0.017719046970930224
Bwd IAT Min,0.0164875612279515
Pkt Size Avg,0.014661626165708597
Pkt Len Mean,0.014057991373255047
Idle Min,0.012796638405653865
Idle Mean,0.012679452758234655
Pkt Len Std,0.012677811203357044
Pkt Len Var,0.012299967189041479
Fwd Seg Size Avg,0.01219203042164083
Fwd Pkt Len Mean,0.011784639843941264
Active Min,0.011598946296658289
Bwd Pkt Len Mean,0.011107658791885577
Bwd Seg Size Avg,0.01094131525147491
Fwd Pkt Len Max,0.010922439619058909
Init Bwd Win Byts,0.010188375090484382
Active Max,0.010096282252677148
Active Mean,0.010071441259686684
Idle Std,0.008833367015228022
Pkt Len Max,0.007724982216230584
Bwd Pkt Len Max,0.007255940018025233
Fwd Pkt Len Std,0.006983683129399417
Subflow Bwd Byts,0.006753817029548991
TotLen Bwd Pkts,0.006636775783022473
Active Std,0.006635029966380351
Bwd Pkt Len Min,0.00592407071543657
Bwd Pkt Len Std,0.005833228010831599
Bwd Header Len,0.005588288842452012
Fwd Header Len,0.005225974232298486
Fwd Pkt Len Min,0.005034303101815436
Pkt Len Min,0.004943487526562008
Subflow Fwd Pkts,0.004815527634746791
Tot Fwd Pkts,0.00400752028961102
Tot Bwd Pkts,0.003987679817835761
Fwd Seg Size Min,0.003765518468629465
Subflow Bwd Pkts,0.003709021962357286
Subflow Fwd Byts,0.0036567486684730443
TotLen Fwd Pkts,0.0036280293650860565
Fwd Act Data Pkts,0.002610390468065644
PSH Flag Cnt,0.0014503229951253463
Down/Up Ratio,0.0014499041823583312
ACK Flag Cnt,0.0010218434955926133
RST Flag Cnt,0.000860015640382377
ECE Flag Cnt,0.0007770326870486495
URG Flag Cnt,0.0004903167861650939
Protocol,0.0002603280559291682
Fwd PSH Flags,0.00022661387194914862
SYN Flag Cnt,0.00022341316344404486
FIN Flag Cnt,0.0001339413001863184
CWE Flag Count,3.6861375879756694e-05
Fwd URG Flags,2.3368482094441967e-05
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
