,importance
Init Fwd Win Byts,0.14041485323111566
Fwd Pkts/s,0.09691199511362172
Bwd Pkt Len Mean,0.04638513538697531
Pkt Size Avg,0.042214535334151496
Fwd IAT Max,0.038977955927059015
Flow IAT Mean,0.03636620621232525
Flow IAT Max,0.03319987679124829
Bwd Seg Size Avg,0.03288144716879402
Fwd Pkt Len Max,0.029261240019138154
Fwd IAT Tot,0.028696565480160856
Flow Duration,0.027610340224407528
RST Flag Cnt,0.02664619018015971
Subflow Fwd Pkts,0.025980792609071792
Fwd IAT Mean,0.025108858945773752
Pkt Len Mean,0.023541961559600873
Bwd Pkt Len Max,0.02129165730460245
Fwd Seg Size Avg,0.019066347356906384
ECE Flag Cnt,0.017710079324118926
Flow IAT Std,0.016510055150628714
Subflow Bwd Pkts,0.016305975705604152
Pkt Len Var,0.015699163125475857
Bwd Pkts/s,0.015256334127938623
Bwd Pkt Len Std,0.014725483473712251
Tot Fwd Pkts,0.01414564321843765
TotLen Fwd Pkts,0.013908048590919549
Subflow Fwd Byts,0.013338990815065828
Fwd Pkt Len Std,0.013184127839312701
Fwd Pkt Len Mean,0.012753640645698807
Bwd IAT Mean,0.012691307439610899
Bwd Header Len,0.012437583757337951
Fwd Header Len,0.011107460988941944
Pkt Len Max,0.010885297650411093
Pkt Len Std,0.010726495997419493
Bwd IAT Std,0.009698417402713825
Init Bwd Win Byts,0.008365585709134161
Bwd IAT Tot,0.008221719258090291
Fwd IAT Std,0.007810031803869258
Fwd IAT Min,0.007167276410511733
Flow IAT Min,0.007079734513320677
Tot Bwd Pkts,0.006762830427498627
Bwd IAT Max,0.006633094677830465
Fwd Seg Size Min,0.003107797071466339
Subflow Bwd Byts,0.0024604995921713073
Fwd Act Data Pkts,0.002350933836370263
Down/Up Ratio,0.0023449625926106406
URG Flag Cnt,0.0022805444488167167
ACK Flag Cnt,0.0021570169360974577
Idle Max,0.00192373326014115
Idle Mean,0.0017702735153038256
Pkt Len Min,0.0008067346327629263
Fwd PSH Flags,0.0006471727116642718
TotLen Bwd Pkts,0.0005537254830319571
Idle Min,0.000490718308376665
FIN Flag Cnt,0.00048245502550257083
SYN Flag Cnt,0.00041459800102581107
PSH Flag Cnt,0.00020180267148017702
Active Max,6.496059703207794e-05
Active Mean,5.250135125360271e-05
Active Std,4.339894258425196e-05
Protocol,4.2449384294539766e-05
Active Min,4.098868468519148e-05
Bwd IAT Min,3.6252376206871236e-05
Bwd Pkt Len Min,3.1837636527831725e-05
Idle Std,1.3535703910938659e-05
Fwd Pkt Len Min,7.703379669664624e-07
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd URG Flags,0.0
CWE Flag Count,0.0
