,importance
Init Fwd Win Byts,0.12088674212204137
Fwd Pkts/s,0.10916180632224702
Bwd Pkt Len Mean,0.04697332112189663
Fwd IAT Max,0.04671348627764459
Flow IAT Mean,0.04558139092510123
Flow Duration,0.04274272023747057
ECE Flag Cnt,0.037946869209713796
Flow IAT Max,0.03238870581890868
Fwd IAT Mean,0.03180496219811883
Fwd IAT Tot,0.03130305841251679
RST Flag Cnt,0.03058255778827997
Bwd Seg Size Avg,0.028310991658603263
Bwd Pkts/s,0.027055228731796502
Pkt Size Avg,0.02372524141352963
Fwd Header Len,0.022315286641599603
Tot Fwd Pkts,0.02106852869440132
Pkt Len Max,0.019051722119795993
Tot Bwd Pkts,0.018338000983731128
Fwd Seg Size Avg,0.01781909779027919
Fwd Pkt Len Std,0.01610425780090458
Fwd Pkt Len Max,0.015244885994320518
Bwd Header Len,0.014617627358633548
Fwd Pkt Len Mean,0.013248703701956473
TotLen Fwd Pkts,0.013173471699849518
Bwd IAT Max,0.012777011974793613
Bwd IAT Tot,0.0102715594548287
Bwd Pkt Len Max,0.010014168606771082
Fwd IAT Std,0.009881590676318682
Pkt Len Var,0.009471439876811875
Bwd Pkt Len Std,0.00920725592074069
Pkt Len Mean,0.008230605224859827
Subflow Bwd Pkts,0.007917862117286942
Subflow Fwd Byts,0.007481750924362786
Init Bwd Win Byts,0.007332192538150141
Bwd IAT Mean,0.007295224813288578
Pkt Len Std,0.006835977990868144
Subflow Fwd Pkts,0.00630383469094547
Flow IAT Std,0.006282111758084974
Flow IAT Min,0.005991703440098583
Bwd IAT Std,0.005265843991361772
Fwd Pkt Len Min,0.005137601356266335
Bwd Pkt Len Min,0.004296308554756666
Fwd IAT Min,0.0042316429216613955
Pkt Len Min,0.004179693628310756
Down/Up Ratio,0.00397376896194119
TotLen Bwd Pkts,0.0030148857318559445
Fwd Seg Size Min,0.0029407396787722766
Subflow Bwd Byts,0.002414073855864605
Protocol,0.002038864780257899
Fwd Act Data Pkts,0.0020101464587299663
Idle Mean,0.002009548363497087
URG Flag Cnt,0.001956858849547111
Idle Min,0.0011124075792844803
Idle Max,0.0009465932438307975
SYN Flag Cnt,0.0008654025800454783
ACK Flag Cnt,0.0008361604846537593
FIN Flag Cnt,0.0005556392582393721
Fwd PSH Flags,0.00029702669315568176
PSH Flag Cnt,0.00012442787278978438
Bwd IAT Min,0.00010319405493515606
Active Min,7.408694318785933e-05
Active Mean,6.31623789334234e-05
Active Max,5.4223909165081374e-05
Active Std,3.485815425610897e-05
Idle Std,9.88468314895924e-06
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Fwd URG Flags,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
CWE Flag Count,0.0
