,importance
Init Fwd Win Byts,0.13245415049869816
Fwd Pkts/s,0.11770988375145075
Fwd IAT Mean,0.04501085782669736
Bwd Pkt Len Mean,0.04302786835946481
Pkt Size Avg,0.040222053710417295
Flow IAT Mean,0.040184178164589975
Fwd Seg Size Avg,0.03363925985858504
Flow Duration,0.03167053170412861
Fwd Pkt Len Std,0.030677705378671923
Flow IAT Max,0.029963648001047526
Bwd Seg Size Avg,0.0249529808061084
Pkt Len Mean,0.024251384781281013
ECE Flag Cnt,0.023646834953273847
RST Flag Cnt,0.02349159060257474
Fwd IAT Tot,0.020651871262372657
Bwd Pkt Len Max,0.01886490573477666
Fwd IAT Max,0.018371071979575177
Fwd Pkt Len Mean,0.015749893487154852
Subflow Bwd Pkts,0.015368384077155895
Pkt Len Var,0.015329371607039758
Subflow Fwd Pkts,0.015195807676620115
Subflow Fwd Byts,0.015175711244699509
Fwd Pkt Len Max,0.014941849037270243
TotLen Fwd Pkts,0.014911570365788022
Bwd Header Len,0.014728196422194702
Bwd Pkts/s,0.013080810434341861
Fwd Header Len,0.012964955241018532
Pkt Len Std,0.012218831873157286
Pkt Len Max,0.012115709197044595
Bwd IAT Std,0.011694045292818225
Tot Bwd Pkts,0.011405575828994562
Tot Fwd Pkts,0.011093882600213158
Fwd IAT Min,0.011089964342458836
Flow IAT Std,0.010979327000556347
Bwd Pkt Len Std,0.009730696068428382
Bwd IAT Tot,0.008228797682863524
Bwd IAT Max,0.00797796394553217
Flow IAT Min,0.007826079962321451
Init Bwd Win Byts,0.007144743052266776
Bwd Pkt Len Min,0.00446077391162104
Down/Up Ratio,0.0035312643024878955
Fwd IAT Std,0.0034078273995449986
Bwd IAT Mean,0.0030933332695762122
Pkt Len Min,0.003043664985906104
TotLen Bwd Pkts,0.002481652259938606
Fwd Seg Size Min,0.0023552221561561055
Idle Mean,0.0017956396790886331
Fwd Act Data Pkts,0.0013372488356764491
Fwd PSH Flags,0.0011483722478890029
Protocol,0.001128454707101648
ACK Flag Cnt,0.0009900977961511811
SYN Flag Cnt,0.0006828925122889849
FIN Flag Cnt,0.0005775643029457315
Idle Max,0.0005266912079049487
URG Flag Cnt,0.0004477542762000267
Subflow Bwd Byts,0.00042234633817111485
PSH Flag Cnt,0.00032398022716899414
Active Max,0.00011133090968914599
Active Min,0.00010833993732274277
Idle Min,8.550227938726755e-05
Active Mean,8.05115368739034e-05
Bwd IAT Min,4.749201952841078e-05
Fwd Pkt Len Min,3.874469439236474e-05
Idle Std,1.5319784678545814e-05
Active Std,1.5034608657215549e-05
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
CWE Flag Count,0.0
Fwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Bwd URG Flags,0.0
