,importance
Fwd Seg Size Min,0.1998383025559156
Bwd Pkts/s,0.09783556585998394
Init Fwd Win Byts,0.09623441131762399
Fwd Pkts/s,0.06579823460513394
Bwd Header Len,0.06324421246326081
Fwd Header Len,0.047159316162007685
Init Bwd Win Byts,0.04246052919743481
TotLen Fwd Pkts,0.03278067098800151
PSH Flag Cnt,0.031967950686708345
ACK Flag Cnt,0.029123416283818333
Subflow Fwd Pkts,0.02876469703335875
Tot Fwd Pkts,0.02709669139472853
Fwd Act Data Pkts,0.02106209275224257
Subflow Fwd Byts,0.0197757651235452
Fwd Pkt Len Mean,0.017825215113837674
Pkt Len Mean,0.01751646860952526
Pkt Size Avg,0.016632268872098236
Subflow Bwd Pkts,0.016344140856193384
TotLen Bwd Pkts,0.014101185645098555
Pkt Len Std,0.013961212390629682
URG Flag Cnt,0.013850220241277156
Tot Bwd Pkts,0.012159470584408047
Pkt Len Max,0.010501324773296218
Fwd Seg Size Avg,0.008526156334833643
Fwd Pkt Len Max,0.00769916379225081
Down/Up Ratio,0.006319230849036747
Subflow Bwd Byts,0.00555249062739128
Bwd Pkt Len Std,0.005505746936964967
Bwd IAT Max,0.0047725348306903465
Bwd Seg Size Avg,0.004147087216663868
Bwd Pkt Len Max,0.003915588088531843
Pkt Len Var,0.0034218280046702724
Bwd Pkt Len Mean,0.002520129658612551
Flow Duration,0.0015579709002661649
Fwd IAT Mean,0.001478798906940548
Bwd IAT Tot,0.0013652456487137088
Flow IAT Max,0.001207640815551651
Fwd IAT Tot,0.0009247100426792192
Active Min,0.000789606388597431
Fwd Pkt Len Std,0.0007213305719013417
Flow IAT Mean,0.0007115103401710513
Bwd IAT Mean,0.0006786701766200027
Flow IAT Min,0.0005592071368270492
Bwd IAT Std,0.0005275843727666357
Protocol,0.00045746860518856624
Flow IAT Std,0.00015082461569821895
Bwd IAT Min,0.00013414793818293465
SYN Flag Cnt,9.553661213277244e-05
Fwd IAT Max,8.583393411042152e-05
FIN Flag Cnt,5.069807647612588e-05
Active Max,3.640707776207888e-05
Fwd IAT Std,1.9247365185297706e-05
Idle Min,1.860383388281568e-05
Idle Max,5.551444616029236e-06
RST Flag Cnt,4.734870570508186e-06
Active Mean,1.981015215632661e-06
Idle Mean,1.8883826859936948e-06
Fwd IAT Min,8.541844819737701e-07
Fwd PSH Flags,2.549394508796493e-07
Fwd Pkt Len Min,1.3747889240122158e-07
ECE Flag Cnt,1.284712731044585e-07
Active Std,1.0566003441328887e-07
Idle Std,3.433505618692814e-10
Bwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
Pkt Len Min,0.0
Fwd Pkts/b Avg,0.0
Bwd Pkt Len Min,0.0
CWE Flag Count,0.0
Fwd URG Flags,0.0
Bwd URG Flags,0.0
