,importance
Bwd Pkts/s,0.06880448110607042
Fwd Pkts/s,0.06878814858317794
Flow Duration,0.06093645612083854
Flow IAT Mean,0.056113614720767
Flow IAT Max,0.05367129032934483
Flow IAT Min,0.03789706546049938
Init Fwd Win Byts,0.03362832988687608
Fwd Seg Size Min,0.03242373826674005
Fwd IAT Tot,0.030884324246605296
Fwd IAT Mean,0.03082109248766529
Flow IAT Std,0.02990797689186684
Fwd IAT Max,0.029596966629691943
Fwd IAT Std,0.02391381614644423
Fwd IAT Min,0.02333261786850731
Bwd IAT Mean,0.020644030722420763
Bwd IAT Tot,0.019471868002695215
Bwd IAT Std,0.019438795836469517
Bwd IAT Min,0.01860338429809665
Bwd IAT Max,0.018233032094470452
Pkt Size Avg,0.01487770000822915
Pkt Len Mean,0.014523110474598451
Fwd Header Len,0.013225974245265636
Fwd Seg Size Avg,0.012692119798709555
Pkt Len Std,0.01235771717275913
PSH Flag Cnt,0.012290580865409538
Init Bwd Win Byts,0.011849312578053434
Fwd Pkt Len Max,0.010859707567248354
Subflow Fwd Byts,0.010421635646245564
TotLen Fwd Pkts,0.010285579778237668
Bwd Seg Size Avg,0.010118073141340896
Fwd Pkt Len Mean,0.009964056932375476
Tot Fwd Pkts,0.009228093613260996
Pkt Len Max,0.008983527399972735
Bwd Pkt Len Mean,0.00891340700683283
Active Mean,0.00868986358565565
Subflow Fwd Pkts,0.008674960861697476
Active Max,0.00855614236432453
Active Min,0.008351147127535418
Bwd Pkt Len Max,0.008258700417079672
Pkt Len Var,0.008257853237434514
Idle Min,0.007418089140178471
ACK Flag Cnt,0.006895571166130664
Bwd Header Len,0.0068216496234873815
Idle Mean,0.00668304890401436
Idle Std,0.006662808405333133
TotLen Bwd Pkts,0.006309536656633189
Bwd Pkt Len Std,0.006063676273763368
Fwd Pkt Len Std,0.005630521498776071
Active Std,0.005576839813467404
Subflow Bwd Byts,0.005429281131074988
Down/Up Ratio,0.00479614063491412
Idle Max,0.004423678266254149
Bwd Pkt Len Min,0.00415840081047552
Subflow Bwd Pkts,0.003421874633095307
Tot Bwd Pkts,0.0030826352297309394
Pkt Len Min,0.0029884466646287414
Fwd Pkt Len Min,0.002982887652708893
URG Flag Cnt,0.0027718340014655216
ECE Flag Cnt,0.0017692327408175975
Fwd Act Data Pkts,0.0016640235368601997
CWE Flag Count,0.001663209984354219
RST Flag Cnt,0.001365472068776937
Fwd URG Flags,0.0009823170486458232
Fwd PSH Flags,0.0009181491150602971
SYN Flag Cnt,0.0006350991362002888
Protocol,0.00023539509156191734
FIN Flag Cnt,0.00015988725007612072
Bwd PSH Flags,0.0
Bwd URG Flags,0.0
Bwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd Pkts/b Avg,0.0
