,importance
Dst Port,0.1580876436930994
Init Fwd Win Byts,0.13403787743602658
Fwd Pkts/s,0.07050017576171771
Bwd Seg Size Avg,0.049457740708293764
Flow Duration,0.039868633964586064
Bwd Pkt Len Mean,0.03718294986024021
Pkt Size Avg,0.03460274205661426
Fwd IAT Mean,0.0283599620755852
Fwd Pkt Len Max,0.025941026508449594
Fwd IAT Max,0.025695425097593302
Flow IAT Mean,0.024941411743014542
Fwd Pkt Len Mean,0.023076805933745188
Bwd Pkts/s,0.02200389356454107
Fwd IAT Tot,0.020067001396718253
Fwd Header Len,0.01862066155916227
Flow IAT Max,0.017615667545995826
Subflow Fwd Pkts,0.017284629590376195
RST Flag Cnt,0.017135841446478423
Fwd Pkt Len Std,0.01656028054878538
Fwd Seg Size Avg,0.014446931928285348
ECE Flag Cnt,0.013419013811176314
Subflow Bwd Pkts,0.01324144454016401
Bwd IAT Max,0.01191103911071425
Pkt Len Var,0.011667733389329154
Pkt Len Mean,0.010764743314334775
Bwd Pkt Len Std,0.010632559854314825
Tot Bwd Pkts,0.010395582663815002
Bwd Header Len,0.009959009462473682
TotLen Fwd Pkts,0.009609856723752551
Bwd Pkt Len Max,0.009522809604695693
Tot Fwd Pkts,0.008446323751660783
Fwd IAT Std,0.007927691609543593
Bwd IAT Tot,0.007681684335766235
Pkt Len Max,0.0074246191082668195
Bwd IAT Std,0.00696014107632224
Subflow Fwd Byts,0.0061564290015101815
Down/Up Ratio,0.005823503127245122
Fwd IAT Min,0.00538362640129185
Init Bwd Win Byts,0.005109056334787006
Flow IAT Min,0.005024822231244499
Pkt Len Std,0.004685395855720777
Bwd IAT Mean,0.004422980617067234
Flow IAT Std,0.0024780698478758
Pkt Len Min,0.0022449930208804933
Fwd Pkt Len Min,0.0020828042482505535
TotLen Bwd Pkts,0.0020664017682066266
Subflow Bwd Byts,0.001899293553425704
Fwd Act Data Pkts,0.0015909944351809693
Fwd Seg Size Min,0.0010593847261612084
Idle Min,0.0010344106176336332
Idle Max,0.0009190751993046331
URG Flag Cnt,0.0006820104640957297
ACK Flag Cnt,0.0006123313923251944
PSH Flag Cnt,0.00039191453210097894
Active Mean,0.00037962558998847954
SYN Flag Cnt,0.0002471991955003496
Protocol,0.00016434665588022722
Fwd PSH Flags,0.00012907133091383496
FIN Flag Cnt,9.579416040581627e-05
Active Min,6.805698334757583e-05
Active Max,6.424551221307662e-05
Idle Mean,6.267412514439595e-05
Bwd IAT Min,4.318219755849961e-05
Active Std,1.624284880845651e-05
Idle Std,1.0509250291909886e-05
Bwd Pkt Len Min,5.209872316424061e-16
CWE Flag Count,0.0
Bwd URG Flags,0.0
Fwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
