,importance
Fwd Pkt Len Max,0.09756644409066567
Subflow Fwd Byts,0.0711313273807385
Flow Pkts/s,0.065323259456213
Fwd Header Len,0.06473140212384515
Tot Fwd Pkts,0.05315293747681837
Fwd Pkts/s,0.04934408492565226
TotLen Fwd Pkts,0.047522474561336875
Subflow Fwd Pkts,0.045522304129788256
Fwd Pkt Len Std,0.04168750772165589
Fwd Pkt Len Mean,0.04007939095606337
Fwd IAT Max,0.037594902681909535
Down/Up Ratio,0.02870734565050978
Subflow Bwd Pkts,0.026780539940470412
Fwd Seg Size Min,0.026161122420777703
Bwd Header Len,0.02496138849674467
ACK Flag Cnt,0.02360477951808369
Fwd Seg Size Avg,0.023324710249449217
Bwd Pkts/s,0.022255785268045183
Flow IAT Mean,0.020598912683573316
Flow IAT Max,0.019854881036134444
Fwd IAT Tot,0.019138362106434565
Init Fwd Win Byts,0.018146624768387503
Init Bwd Win Byts,0.01760499683213747
Bwd Pkt Len Max,0.013956901589829084
Flow Duration,0.013540719708866911
Fwd IAT Std,0.012764361874211863
Fwd IAT Mean,0.01248085116502578
Tot Bwd Pkts,0.012405138237425584
PSH Flag Cnt,0.01181038975351104
Bwd Pkt Len Std,0.009686007550236634
Subflow Bwd Byts,0.007126985853678339
Flow IAT Std,0.006784200275859238
Pkt Len Var,0.00583563434556753
Bwd IAT Tot,0.0018315504027820628
Bwd IAT Std,0.0013401213010811974
Bwd IAT Mean,0.0012963445889152246
Bwd Pkt Len Mean,0.0009003207877560742
Bwd IAT Max,0.0007509943999451094
Bwd IAT Min,0.0006717174066066692
URG Flag Cnt,0.0005200355340354554
Pkt Len Std,0.0004647997074040176
TotLen Bwd Pkts,0.00031666250663892824
Flow Byts/s,0.00012567751603399034
Fwd IAT Min,0.00010701365778607657
Bwd Seg Size Avg,0.00010531719403171577
Flow IAT Min,0.00010322699753386094
Fwd Act Data Pkts,9.494361476615499e-05
Pkt Size Avg,6.50594310817179e-05
Pkt Len Max,3.1766025060364625e-05
Idle Min,1.6768963250677128e-05
Protocol,1.4326426005504622e-05
SYN Flag Cnt,1.1251509550575295e-05
Idle Mean,1.0608231613527244e-05
Idle Max,9.762088362887397e-06
Pkt Len Mean,9.62577301543607e-06
Idle Std,8.956813770991126e-06
Active Max,2.1352276775316367e-06
Fwd PSH Flags,1.9300025804901472e-06
Fwd Pkt Len Min,1.024850091778135e-06
Active Min,4.894684665476748e-07
Pkt Len Min,4.4702153137135495e-07
Bwd Pkt Len Min,2.6818065057810934e-07
RST Flag Cnt,8.97926942767226e-08
ECE Flag Cnt,8.974963224477444e-08
Fwd Blk Rate Avg,0.0
Fwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Fwd Pkts/b Avg,0.0
FIN Flag Cnt,0.0
Bwd PSH Flags,0.0
CWE Flag Count,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Active Std,0.0
Fwd Byts/b Avg,0.0
Bwd URG Flags,0.0
Active Mean,0.0
