,importance
Fwd Act Data Pkts,0.16066400241979273
Subflow Fwd Byts,0.15463708348291988
TotLen Fwd Pkts,0.1475459059224667
Tot Fwd Pkts,0.1211607111527309
Subflow Fwd Pkts,0.11763745345337692
Fwd IAT Tot,0.07898488653445504
Fwd Header Len,0.0789399922189368
Pkt Size Avg,0.029211205140154704
Flow Duration,0.014913500620318645
Fwd IAT Mean,0.012273504914956535
Pkt Len Mean,0.01096836720367064
Fwd Pkts/s,0.010292322331534896
Fwd IAT Max,0.009982046811139534
Protocol,0.008433145117496049
Pkt Len Max,0.005860611185349766
Idle Std,0.004598440633432334
Bwd Header Len,0.0031896170177876442
Flow IAT Mean,0.0030155471853673533
Fwd Seg Size Min,0.0029292715771669924
Fwd Pkt Len Min,0.00289171343984103
Fwd Pkt Len Max,0.002871690170510737
Init Fwd Win Byts,0.002095077075460874
Pkt Len Min,0.002057419606280346
Pkt Len Var,0.00190079783916101
Flow IAT Std,0.001507248544783717
Flow IAT Max,0.0014818657733310092
Tot Bwd Pkts,0.001341738849861174
Bwd Pkt Len Mean,0.0012402842294587813
Fwd IAT Std,0.0010626894766983589
Src Port,0.0008900432833973821
Flow IAT Min,0.0007782097329404662
Fwd Seg Size Avg,0.0007341973345375217
Pkt Len Std,0.0006652244969900319
Fwd Pkt Len Mean,0.0006242299231528702
Fwd IAT Min,0.0005294403455222766
Fwd Pkt Len Std,0.00033272834289919994
Active Max,0.0003066491536105222
Idle Min,0.00023817597097079802
Subflow Bwd Pkts,0.00022213236910163618
Bwd IAT Mean,0.0001824455256938219
Bwd IAT Tot,0.00017769559138912253
TotLen Bwd Pkts,0.00011472957014038744
Bwd Pkt Len Max,0.00011348212590461126
Down/Up Ratio,0.00010889025745013681
Active Mean,0.00010819096159289985
Subflow Bwd Byts,7.038389984711045e-05
Bwd Pkt Len Std,2.7880604455268452e-05
Active Min,2.4642733940451446e-05
Init Bwd Win Byts,2.314581871741852e-05
Bwd Seg Size Avg,1.3842328859257387e-05
ACK Flag Cnt,1.2795165726349589e-05
Bwd IAT Max,1.0429685795724906e-05
PSH Flag Cnt,1.2185408039935232e-06
Bwd Pkt Len Min,1.0517417133121435e-06
SYN Flag Cnt,4.56428720639213e-09
Active Std,2.1191548651599244e-12
Idle Mean,0.0
RST Flag Cnt,0.0
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Bwd IAT Min,0.0
Bwd IAT Std,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd Pkts/s,0.0
Idle Max,0.0
Bwd URG Flags,0.0
CWE Flag Count,0.0
ECE Flag Cnt,0.0
FIN Flag Cnt,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd PSH Flags,0.0
Fwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
URG Flag Cnt,0.0
