,importance
Fwd Act Data Pkts,0.24116056378443995
Fwd Header Len,0.13512886254364062
Subflow Fwd Pkts,0.10212454350896995
Fwd IAT Tot,0.09969136449702413
Tot Fwd Pkts,0.09029174585327196
TotLen Fwd Pkts,0.08815393291571245
Subflow Fwd Byts,0.0694969528693141
Fwd IAT Max,0.02685232128945074
Fwd Seg Size Avg,0.022000411611410114
Flow IAT Mean,0.01619811970200829
Flow Duration,0.014756344676746695
Fwd Pkts/s,0.013170127303167854
Pkt Len Max,0.009352640582038062
Protocol,0.008054981706688105
Pkt Len Min,0.007675321821959135
Flow IAT Max,0.007095172118063913
Fwd Pkt Len Max,0.006934013908818411
Fwd IAT Std,0.006849517016322017
Active Mean,0.0066802227509672844
Flow IAT Std,0.0049095444316822326
Fwd Pkt Len Mean,0.0037438155844798197
Init Fwd Win Byts,0.00342184116577215
Fwd IAT Mean,0.0026766691296221824
Src Port,0.0019465794775517724
Fwd IAT Min,0.0017027825633150777
Fwd Pkt Len Min,0.0015885632294898805
Bwd Header Len,0.0013234657096516673
Idle Mean,0.0009215220886847061
Pkt Size Avg,0.000909466256205191
Flow IAT Min,0.0008006165567878191
Pkt Len Std,0.0007108588166450227
Subflow Bwd Pkts,0.0006879068939256173
Init Bwd Win Byts,0.0005874915139253291
Pkt Len Mean,0.0004082700508593998
Idle Std,0.00031011095350596694
Idle Min,0.0002815553715222641
ACK Flag Cnt,0.00023619778789355848
Tot Bwd Pkts,0.00023140781773532725
Bwd Pkts/s,0.00020104632957889122
Bwd IAT Mean,0.0001258389671518969
Subflow Bwd Byts,0.00011411187544364391
Pkt Len Var,0.00010069022353046711
Bwd Seg Size Avg,9.070011287702658e-05
Bwd Pkt Len Mean,9.052188025988497e-05
TotLen Bwd Pkts,7.644160467485107e-05
Fwd Seg Size Min,2.7823440869857227e-05
Bwd Pkt Len Max,2.7695839959995e-05
Idle Max,2.6223683319647847e-05
Active Std,2.2633419246894174e-05
SYN Flag Cnt,1.205102364438102e-05
Active Min,1.1867374267350484e-05
Active Max,6.41884917569922e-06
Fwd Pkt Len Std,1.0951673066380387e-07
Bwd IAT Min,0.0
Fwd Byts/b Avg,0.0
RST Flag Cnt,0.0
Bwd IAT Max,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Bwd IAT Std,0.0
PSH Flag Cnt,0.0
Bwd IAT Tot,0.0
Bwd PSH Flags,0.0
Bwd Pkt Len Min,0.0
Bwd Pkt Len Std,0.0
Bwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
Bwd URG Flags,0.0
CWE Flag Count,0.0
Fwd Pkts/b Avg,0.0
Down/Up Ratio,0.0
ECE Flag Cnt,0.0
FIN Flag Cnt,0.0
Fwd PSH Flags,0.0
Fwd Blk Rate Avg,0.0
URG Flag Cnt,0.0
