,importance
Fwd Pkts/s,0.07430504006452061
Bwd Pkts/s,0.06743429676226878
Flow Duration,0.06646462175522198
Flow IAT Mean,0.059391444107997175
Flow IAT Max,0.0559543376115428
Flow IAT Min,0.0483071755652294
Fwd IAT Mean,0.03184496638452727
Fwd IAT Max,0.03008767624367007
Flow IAT Std,0.028782845475867007
Fwd IAT Tot,0.02858330469791781
Fwd IAT Std,0.025043005797915647
Init Fwd Win Byts,0.024815494520287414
Fwd IAT Min,0.023262146905577506
Bwd IAT Mean,0.020542398767438592
Bwd IAT Min,0.019139256649335846
Bwd IAT Tot,0.01899815675951101
Bwd IAT Std,0.018325198074096334
Fwd Seg Size Min,0.018281439773399903
Bwd IAT Max,0.017648724945444807
Pkt Size Avg,0.015922325297254982
Pkt Len Mean,0.015694607374783575
Init Bwd Win Byts,0.013249121556060062
Fwd Header Len,0.013022627545557695
Pkt Len Std,0.012654167786467748
Fwd Seg Size Avg,0.012187245460149567
Fwd Pkt Len Mean,0.01214722130527563
Bwd Seg Size Avg,0.012029904552804007
Bwd Pkt Len Mean,0.011873571598488428
Subflow Fwd Byts,0.011253730827794461
TotLen Fwd Pkts,0.01089236977070913
Fwd Pkt Len Max,0.010482782431733048
Pkt Len Var,0.01039705161087738
Pkt Len Max,0.010396571284507035
Bwd Pkt Len Max,0.008443041242770264
Active Max,0.0084068314941743
Active Mean,0.008379635876951218
Active Min,0.008053854074777139
Idle Min,0.007934629427571522
Idle Std,0.006838182439132703
TotLen Bwd Pkts,0.006596055112693946
Bwd Header Len,0.006572693681253612
Bwd Pkt Len Min,0.006445152156432195
Idle Mean,0.006183478071990476
Fwd Pkt Len Std,0.006153570729129441
Subflow Bwd Byts,0.006112498731008459
Bwd Pkt Len Std,0.006048069820498758
Subflow Fwd Pkts,0.005912881004077683
Tot Fwd Pkts,0.005756891105849656
Idle Max,0.00568761934988409
Active Std,0.005459479717072165
Pkt Len Min,0.005295328521311364
Fwd Pkt Len Min,0.005101096971793475
ACK Flag Cnt,0.003972605990755877
Tot Bwd Pkts,0.003601836571876805
Subflow Bwd Pkts,0.003500462159315313
PSH Flag Cnt,0.003104566254145469
Down/Up Ratio,0.0029546064639930174
Fwd Act Data Pkts,0.0019732912373427304
RST Flag Cnt,0.0015607470292638929
ECE Flag Cnt,0.0013964299615795758
URG Flag Cnt,0.0008181288051452676
Protocol,0.0007758844131075656
CWE Flag Count,0.0004306415307320881
Fwd PSH Flags,0.00037466989111005163
SYN Flag Cnt,0.00037106533996827213
Fwd URG Flags,0.0002017528646858173
FIN Flag Cnt,0.0001674926943730741
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
