,importance
Bwd Pkts/s,0.07023896791033012
Fwd Pkts/s,0.06416444814742178
Flow Duration,0.062354072776475505
Flow IAT Mean,0.05780066856614756
Flow IAT Max,0.05580688995029817
Flow IAT Min,0.04202388724123035
Fwd IAT Mean,0.033481101775547854
Flow IAT Std,0.03281029872103675
Fwd IAT Max,0.032005203222738955
Fwd IAT Tot,0.03200339740140941
Fwd IAT Std,0.02710588624082483
Fwd IAT Min,0.02561719202208315
Init Fwd Win Byts,0.025050163899379387
Bwd IAT Mean,0.022847642963087594
Bwd IAT Tot,0.021210859300119456
Bwd IAT Std,0.02094125199170565
Bwd IAT Min,0.020743241481225798
Bwd IAT Max,0.019654607245108948
Fwd Seg Size Min,0.01912912245883378
Pkt Len Mean,0.01460060491027233
Pkt Size Avg,0.013991496297708484
Pkt Len Std,0.01224986376113734
Fwd Pkt Len Mean,0.011963490724968393
TotLen Fwd Pkts,0.011570965793993393
Init Bwd Win Byts,0.011432369251498424
Fwd Seg Size Avg,0.011107733577910424
Fwd Header Len,0.010874366374926664
Subflow Fwd Byts,0.010739030317703043
Bwd Pkt Len Mean,0.010707127799823324
Bwd Seg Size Avg,0.010684913012763754
Fwd Pkt Len Max,0.010178535787910455
Pkt Len Var,0.00991891720309954
Active Max,0.009741671764571325
Active Min,0.009693573901062607
Active Mean,0.009495368341125042
Idle Min,0.008604536848845433
Pkt Len Max,0.008573480040267234
Bwd Pkt Len Max,0.0085487598587163
Idle Std,0.0072724259264680315
Idle Mean,0.007260026563595119
Tot Fwd Pkts,0.0067027347198372255
Bwd Pkt Len Std,0.006602157302372885
Fwd Pkt Len Std,0.00646997873615819
Subflow Bwd Byts,0.006215088730994125
Active Std,0.006025002898098902
TotLen Bwd Pkts,0.005865510815832708
Idle Max,0.005663218324003226
Bwd Header Len,0.00547524852881511
Bwd Pkt Len Min,0.005341959924900963
PSH Flag Cnt,0.0052178744633225825
Subflow Fwd Pkts,0.004723986916850772
Fwd Pkt Len Min,0.0042548845829295185
Pkt Len Min,0.003999737936624164
Subflow Bwd Pkts,0.003797595114965637
Tot Bwd Pkts,0.0037352924894198474
Down/Up Ratio,0.0029820282753009806
ACK Flag Cnt,0.0024779958899400064
Fwd Act Data Pkts,0.002117047014929853
ECE Flag Cnt,0.0018795208457624668
RST Flag Cnt,0.0015552959436516314
CWE Flag Count,0.0011733385937220389
URG Flag Cnt,0.0011061739745580129
Protocol,0.0007713800976295085
SYN Flag Cnt,0.0006204314768002129
Fwd URG Flags,0.0005338034674333597
Fwd PSH Flags,0.00033193244579681993
FIN Flag Cnt,0.00016261911597756243
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
