,importance
Flow Duration,0.06593508155735528
Fwd Pkts/s,0.05924786949214279
Bwd Pkts/s,0.058514549865627395
Flow IAT Mean,0.05356255071803628
Flow IAT Max,0.051756658801677125
Flow IAT Min,0.037132980683985344
Init Fwd Win Byts,0.034775381746053685
Fwd IAT Mean,0.03475808256808075
Fwd IAT Max,0.032720093289224116
Flow IAT Std,0.032196368241068266
Fwd Seg Size Min,0.030994608456902405
Fwd IAT Tot,0.030273828220535058
Fwd IAT Std,0.025747433799596545
Fwd IAT Min,0.025069022302079524
Bwd IAT Mean,0.022805354707149356
Bwd IAT Std,0.020838833808558378
Bwd IAT Min,0.020796326726221583
Bwd IAT Tot,0.02063475642261698
Bwd IAT Max,0.01953627266304633
Pkt Len Mean,0.014739859305245415
Fwd Header Len,0.014551111263624163
Pkt Size Avg,0.013853379181983252
Pkt Len Std,0.012507548366500984
Fwd Seg Size Avg,0.011993773946516937
Init Bwd Win Byts,0.011554350790989282
Fwd Pkt Len Mean,0.010718611338349395
Bwd Seg Size Avg,0.010681399557135533
PSH Flag Cnt,0.010576825357340034
Subflow Fwd Byts,0.01043542450708741
Bwd Pkt Len Mean,0.01031218808121739
TotLen Fwd Pkts,0.010245395936364405
Fwd Pkt Len Max,0.010234732665407427
Pkt Len Max,0.010098889488158753
Active Max,0.00962473278611897
Active Mean,0.009543492394487664
Active Min,0.009372473335537767
Pkt Len Var,0.00894072031476749
Idle Min,0.007740365373385439
Idle Mean,0.007345380042564104
Bwd Pkt Len Max,0.007306312709326186
Idle Std,0.007287874139359378
Subflow Fwd Pkts,0.0070993649602483465
Tot Fwd Pkts,0.0068357184366569
Bwd Pkt Len Std,0.006287204907738495
Active Std,0.006126707357857958
Bwd Header Len,0.006104995363475847
Fwd Pkt Len Std,0.006013917974241958
TotLen Bwd Pkts,0.005978977138525338
Subflow Bwd Byts,0.005425190190876601
Down/Up Ratio,0.005086282234749517
Idle Max,0.004634205141876619
Tot Bwd Pkts,0.004555370842498685
Bwd Pkt Len Min,0.004475308796038583
Subflow Bwd Pkts,0.0037412807908210116
Fwd Pkt Len Min,0.003551959183133733
Pkt Len Min,0.0032763836061343136
ACK Flag Cnt,0.00326671399251544
Fwd Act Data Pkts,0.0017003445500878046
URG Flag Cnt,0.0016575502600754653
ECE Flag Cnt,0.0016141771842277557
Fwd URG Flags,0.0016016403238981272
RST Flag Cnt,0.0011921054489105846
CWE Flag Count,0.001092062778967877
SYN Flag Cnt,0.0010367064402549435
Fwd PSH Flags,0.00030861113241305386
Protocol,0.00025496556435270157
FIN Flag Cnt,0.00012136044799787205
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
