,importance
Dst Port,0.06809147193117107
Flow Duration,0.058911121599726474
Flow IAT Max,0.0582159485222814
Fwd Pkts/s,0.054981799633271614
Flow IAT Mean,0.05266393768673833
Bwd Pkts/s,0.05248158532610115
Fwd IAT Tot,0.03827581994088548
Fwd IAT Max,0.03630881945717737
Fwd IAT Mean,0.034182014559103004
Flow IAT Min,0.03404625843937418
Flow IAT Std,0.033761623750484894
Bwd IAT Tot,0.03073306829757927
Fwd IAT Std,0.027119050867910558
Bwd IAT Max,0.025364830694727683
Fwd IAT Min,0.02500871744897974
Bwd IAT Mean,0.023645801384777728
Bwd IAT Std,0.021049933567188057
Init Fwd Win Byts,0.01725393678195403
Bwd IAT Min,0.016296159670067152
Pkt Size Avg,0.013206730970664167
Pkt Len Mean,0.013152900377058198
Idle Max,0.012872624828572867
Pkt Len Std,0.012191407293006908
Active Min,0.011915395326473125
Pkt Len Var,0.011870096860588443
Active Mean,0.011743556837452606
Active Max,0.011739731656219327
Idle Min,0.01125628476502236
Idle Mean,0.011182161087414714
Init Bwd Win Byts,0.010808947030747976
Fwd Seg Size Avg,0.010787401900743867
Fwd Pkt Len Mean,0.010739190811466633
Bwd Pkt Len Mean,0.010361867714915755
Bwd Seg Size Avg,0.010090584752051083
Fwd Pkt Len Max,0.009718700729813139
Idle Std,0.00883748924134686
Fwd Pkt Len Std,0.007307043829846467
Active Std,0.007038050145073508
TotLen Bwd Pkts,0.006637781255167497
Pkt Len Max,0.006541727645961266
Bwd Pkt Len Std,0.0064173334566865504
Subflow Bwd Byts,0.006360911490147778
Bwd Pkt Len Max,0.005945933791942479
Bwd Header Len,0.0049467243996262535
Fwd Header Len,0.004873487477021057
Bwd Pkt Len Min,0.004621820718008822
Fwd Pkt Len Min,0.003808613810596803
Pkt Len Min,0.003734060299047866
Tot Fwd Pkts,0.00367062115476438
Subflow Fwd Pkts,0.0036511829363582
Subflow Fwd Byts,0.0035661259182307686
TotLen Fwd Pkts,0.0034924410259657424
Tot Bwd Pkts,0.003283094750391851
Subflow Bwd Pkts,0.0031196955826652394
Fwd Seg Size Min,0.0022078903930701364
Fwd Act Data Pkts,0.002082612645557899
Down/Up Ratio,0.0014331809169841516
ACK Flag Cnt,0.0008814721247204849
PSH Flag Cnt,0.000811094063968914
RST Flag Cnt,0.000705339449407443
ECE Flag Cnt,0.0006090402251285167
URG Flag Cnt,0.00036698327020587767
Fwd PSH Flags,0.00023865158716814865
SYN Flag Cnt,0.0001713664199662067
Protocol,0.00016095899978641574
FIN Flag Cnt,0.0001574047993105798
CWE Flag Count,0.0001545943483985027
Fwd URG Flags,0.00013578932576722804
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
