,importance
Init Fwd Win Byts,0.23692396820938313
Subflow Fwd Byts,0.055203068051198484
ECE Flag Cnt,0.04358253622614703
TotLen Fwd Pkts,0.04141267158387217
Bwd Pkt Len Max,0.0370036939597947
Fwd Act Data Pkts,0.036515534307093894
Fwd Pkts/s,0.03527699005524475
Pkt Len Var,0.03279789983915254
Bwd Pkt Len Mean,0.02789009666316679
RST Flag Cnt,0.02784776204246479
Fwd Pkt Len Mean,0.0265807536257356
Pkt Len Max,0.025784069442761844
Pkt Len Std,0.025031741344181534
Pkt Size Avg,0.022558300880434246
Bwd Pkt Len Std,0.021422946087950877
Bwd Seg Size Avg,0.020188698151688306
Subflow Bwd Byts,0.019816226569044373
Fwd Header Len,0.018460745383565503
Subflow Fwd Pkts,0.016952162168265176
Bwd IAT Mean,0.016270447334754874
Fwd Seg Size Avg,0.015698077218154603
Pkt Len Mean,0.014772249805298891
Bwd Header Len,0.01435832105864862
Bwd IAT Max,0.012338472230891726
Init Bwd Win Byts,0.011943328262349862
Tot Fwd Pkts,0.011939915876213859
Fwd Pkt Len Std,0.011791863067162713
Tot Bwd Pkts,0.011321577568402491
TotLen Bwd Pkts,0.009861858057193284
Subflow Bwd Pkts,0.00860841855405576
Fwd Pkt Len Max,0.008555658088837625
Bwd IAT Min,0.008446847246863284
Bwd IAT Tot,0.008012003329236055
Fwd IAT Max,0.006867134698401446
Flow Duration,0.006600441552370487
Fwd IAT Tot,0.005791042739560863
Flow IAT Max,0.004952134268415507
Bwd IAT Std,0.004676961634432437
Idle Mean,0.003972145668741423
Fwd IAT Std,0.003831119520642999
Active Max,0.0037994417238224098
Flow IAT Std,0.0032758056987934026
Bwd Pkts/s,0.0030319339103866464
Flow IAT Mean,0.0029941269508362706
Active Min,0.002991188610618731
Fwd IAT Mean,0.0022226523838094147
ACK Flag Cnt,0.001842112761461175
FIN Flag Cnt,0.0015998605200454145
Idle Min,0.0009924441107799803
Down/Up Ratio,0.000980605531729068
Idle Max,0.0009588049677438763
URG Flag Cnt,0.0009564402758958296
PSH Flag Cnt,0.0005147339466506151
Active Mean,0.0005106388652657463
Fwd Seg Size Min,0.0004992979086096295
Fwd IAT Min,0.00040755763954097884
Active Std,0.00018586735246044702
Flow IAT Min,0.00014620572218891593
Idle Std,9.677696545258121e-05
Protocol,5.887872163298676e-05
SYN Flag Cnt,3.7521044009776565e-05
Fwd PSH Flags,3.584528567920132e-05
Pkt Len Min,1.3446567049309242e-06
Fwd Pkt Len Min,3.2074107477102575e-08
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
CWE Flag Count,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd Pkt Len Min,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
