,importance
Init Fwd Win Byts,0.22840861852025707
Bwd Pkt Len Max,0.10331116145230264
Pkt Len Max,0.08350063148956557
Pkt Len Std,0.06012505288361179
Bwd Pkt Len Mean,0.05336831566098302
Bwd Seg Size Avg,0.04932137425624953
Fwd Pkts/s,0.04652738731103961
Pkt Len Var,0.03804891913421626
Subflow Fwd Byts,0.03366769689022897
ECE Flag Cnt,0.030197271007876676
Fwd Header Len,0.028861461118712402
Bwd Pkt Len Std,0.027064342844708218
RST Flag Cnt,0.020982580067484616
TotLen Fwd Pkts,0.014461119099244425
Tot Fwd Pkts,0.011898178005722697
Subflow Fwd Pkts,0.01158086375190034
ACK Flag Cnt,0.01076053217134302
Fwd Act Data Pkts,0.010356486521122088
Fwd Seg Size Avg,0.008699561184290267
Fwd Pkt Len Mean,0.008199932549882327
Subflow Bwd Pkts,0.0080993680527967
Bwd IAT Tot,0.007904214663916786
Bwd Header Len,0.0073577921031025605
Init Bwd Win Byts,0.0063674983376309155
Pkt Size Avg,0.006192185305667362
URG Flag Cnt,0.00580266557952299
Flow IAT Std,0.005770987678884283
Fwd Pkt Len Max,0.005770934137961653
Down/Up Ratio,0.005647607436864176
Fwd Pkt Len Std,0.005409177822468626
Flow Duration,0.005039015596514039
FIN Flag Cnt,0.004336887968097535
Fwd IAT Tot,0.004218882441622846
Subflow Bwd Byts,0.004151148778252729
Tot Bwd Pkts,0.003981444713451355
Bwd IAT Max,0.0035248764881173093
Fwd IAT Std,0.0032587413855447505
Pkt Len Mean,0.0030497135578973038
Bwd IAT Min,0.002960947221040335
Bwd IAT Std,0.0024832731299440102
Flow IAT Max,0.002470226256823137
Fwd IAT Mean,0.002289306799541828
Fwd IAT Max,0.002256737138850625
TotLen Bwd Pkts,0.0021360424338838146
Bwd IAT Mean,0.0020914055842787545
Bwd Pkts/s,0.0018975340607388176
Flow IAT Mean,0.001767237200971429
Idle Mean,0.000995525801146045
PSH Flag Cnt,0.0008605622585264611
Idle Min,0.0006771626808871006
Active Mean,0.0006248131082948846
Fwd Seg Size Min,0.0005448986481741512
Protocol,0.00022342900287778601
Active Max,0.0001974721803626789
Idle Max,0.0001737949468923756
Flow IAT Min,0.00010010670914165572
Fwd IAT Min,1.9762788190885218e-05
Idle Std,3.7183229803059576e-06
Pkt Len Min,7.420184698696328e-07
SYN Flag Cnt,2.7630530622023787e-07
Active Min,1.9913184805145285e-07
Active Std,1.1757509316686149e-07
Fwd PSH Flags,8.072668021775601e-08
Fwd URG Flags,0.0
Bwd URG Flags,0.0
Fwd Pkts/b Avg,0.0
Fwd Pkt Len Min,0.0
CWE Flag Count,0.0
Bwd Pkts/b Avg,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkt Len Min,0.0
