,importance
Init Fwd Win Byts,0.14346217572581277
Bwd Seg Size Avg,0.06702783913062933
Bwd Pkt Len Mean,0.06501550634472535
Pkt Len Max,0.062318241925981815
Bwd Pkt Len Max,0.06070715091957266
Pkt Len Std,0.05589402557496083
Pkt Len Var,0.053395672467786426
TotLen Fwd Pkts,0.036517635565008734
Bwd Pkt Len Std,0.03313431127788826
Fwd Pkts/s,0.028164178032612203
Subflow Fwd Byts,0.025985529199181193
Fwd Header Len,0.02134060356684921
Flow IAT Max,0.021337472593845268
Fwd IAT Std,0.0191222346092947
Fwd IAT Max,0.01814402813407919
Flow Duration,0.018038512519204054
Fwd IAT Tot,0.017944227333292793
Flow IAT Std,0.016425348965117395
Tot Fwd Pkts,0.014928202908292616
Fwd Seg Size Avg,0.01421153597783703
Flow IAT Mean,0.014089644671220015
Fwd IAT Mean,0.013661762501046823
TotLen Bwd Pkts,0.013473476860832712
RST Flag Cnt,0.012006301625348268
Subflow Fwd Pkts,0.01117441454369238
Fwd Act Data Pkts,0.0105104821037271
Fwd IAT Min,0.010327285596914917
ACK Flag Cnt,0.010210399641498571
ECE Flag Cnt,0.009725480668354719
Flow IAT Min,0.009199732277245087
Fwd Pkt Len Mean,0.008962016058124531
Bwd Header Len,0.008382008300818214
Down/Up Ratio,0.008158926439963634
FIN Flag Cnt,0.007214221477156029
Fwd Pkt Len Std,0.0059471718185204045
Subflow Bwd Byts,0.0058500545780287285
Pkt Len Mean,0.004381468516459095
Init Bwd Win Byts,0.00417598121249436
Subflow Bwd Pkts,0.004122800747660718
Pkt Size Avg,0.003738465990080003
Fwd Pkt Len Max,0.0036512524172534473
Bwd Pkts/s,0.0035476892813346627
Idle Min,0.003487792956510593
Idle Max,0.00254865009503381
Tot Bwd Pkts,0.002441594961221706
Bwd IAT Max,0.002252664364268414
Bwd IAT Tot,0.0022421655568561714
Active Max,0.0018946754575355066
Active Min,0.0016595231799632992
Idle Std,0.0015184211568534372
Bwd IAT Min,0.0013495133048628855
Active Mean,0.0011837999955903425
Bwd IAT Std,0.0009008127493882672
Idle Mean,0.0007681058593102313
Bwd IAT Mean,0.0007521511766922557
URG Flag Cnt,0.0002894924884007354
Active Std,0.0002852565534373379
Pkt Len Min,0.0002514675167740734
Bwd Pkt Len Min,0.00022993857676487477
PSH Flag Cnt,0.00015916981349047002
Fwd Pkt Len Min,0.00010379326752182453
Protocol,2.778115264716201e-05
Fwd Seg Size Min,1.9843743247772982e-05
SYN Flag Cnt,4.93745882500856e-06
Fwd PSH Flags,2.978515057590176e-06
Fwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
CWE Flag Count,0.0
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd URG Flags,0.0
