,importance
Init Fwd Win Byts,0.12912368672740698
Subflow Fwd Byts,0.0533566305841816
TotLen Fwd Pkts,0.04997466818516263
Bwd Seg Size Avg,0.0437194649036627
Bwd Pkt Len Max,0.04285224415267762
Bwd Pkt Len Mean,0.03479684205148285
Pkt Len Max,0.03274471310732018
RST Flag Cnt,0.03235400741282088
Pkt Len Var,0.030037129775367336
Fwd Act Data Pkts,0.024644066807721913
ECE Flag Cnt,0.022441110412409863
Flow Duration,0.022092861165524204
Fwd Pkt Len Mean,0.021457498622696653
Fwd Seg Size Avg,0.021427045691879233
Fwd IAT Tot,0.02117484533695222
Bwd Pkt Len Std,0.020777332575077353
Fwd Pkts/s,0.018948305033748777
Flow IAT Std,0.01808766261313637
Flow IAT Max,0.01740510442710962
Fwd IAT Max,0.016630864900007154
Tot Fwd Pkts,0.016517084788001186
Flow IAT Mean,0.01602690725376852
Pkt Len Std,0.01516562259087598
Fwd IAT Mean,0.014707395734539688
Fwd IAT Std,0.0142340479021984
Fwd Header Len,0.013642404537826924
Flow IAT Min,0.013080549068764985
Fwd IAT Min,0.012721714951965495
Pkt Len Min,0.01082991914782195
Pkt Len Mean,0.010346720150683492
Idle Std,0.010340823608136224
Subflow Bwd Byts,0.00996264300818447
Fwd Pkt Len Max,0.009923424549660421
Active Min,0.00991721687319957
Fwd Pkt Len Std,0.00989172113566558
Idle Min,0.009375932571540095
Bwd IAT Mean,0.008555237757206081
Pkt Size Avg,0.008483379872483142
Fwd Pkt Len Min,0.008378377235537077
Active Max,0.00788204346176657
Bwd Header Len,0.007844884515789508
Subflow Fwd Pkts,0.007677976368767449
Active Mean,0.007491203565547338
Bwd IAT Std,0.007436640927853604
Idle Mean,0.006947703040691536
Idle Max,0.0064552583481567215
Tot Bwd Pkts,0.006252572859439709
Init Bwd Win Byts,0.006173255292860753
TotLen Bwd Pkts,0.005830974431398771
Bwd IAT Tot,0.0052855416866146
Down/Up Ratio,0.004908936446280417
Bwd IAT Min,0.0047017661611435365
Bwd IAT Max,0.004158017509260993
Bwd Pkts/s,0.003789638559580293
Subflow Bwd Pkts,0.0031158991667532025
ACK Flag Cnt,0.0017373431754876328
FIN Flag Cnt,0.0015426844397087448
URG Flag Cnt,0.0014246327916927848
Protocol,0.0013360638600008298
Fwd Seg Size Min,0.0009601262320226468
PSH Flag Cnt,0.0006635126125513803
Bwd Pkt Len Min,0.00017771079114481912
Fwd PSH Flags,3.186074113140367e-05
SYN Flag Cnt,2.6503521993971492e-05
Active Std,4.2267955349983784e-08
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
CWE Flag Count,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
