,importance
Init Fwd Win Byts,0.14902257295370253
Bwd Pkt Len Max,0.08657423715396663
Bwd Seg Size Avg,0.08508715280627657
Bwd Pkt Len Mean,0.07970990001230953
Pkt Len Max,0.05304611640097834
Pkt Len Var,0.04767127668237883
Pkt Len Std,0.03655027412157098
Fwd Act Data Pkts,0.02499166597632304
Bwd Pkt Len Std,0.02385685250913841
Bwd Header Len,0.022156517027005166
Fwd Pkts/s,0.021045872177709413
TotLen Fwd Pkts,0.019824698959141622
Fwd IAT Tot,0.01948459758477929
Flow Duration,0.019387857526168936
Flow IAT Max,0.01798417225927286
Flow IAT Mean,0.01776516762838582
Subflow Fwd Byts,0.017365065962386236
Fwd IAT Max,0.017223016625234722
Fwd IAT Std,0.017137429075526577
Flow IAT Std,0.015122731117104693
Fwd IAT Min,0.01426135634177556
ECE Flag Cnt,0.013340087316279572
Fwd Seg Size Avg,0.013189860151634607
Fwd Header Len,0.013096017821223221
Fwd IAT Mean,0.012020245814797388
RST Flag Cnt,0.011318495472672455
Subflow Fwd Pkts,0.010186848569424967
Tot Fwd Pkts,0.009862953254277823
Flow IAT Min,0.009788670450523259
Subflow Bwd Pkts,0.00885484989524198
Fwd Pkt Len Mean,0.007350114707407565
ACK Flag Cnt,0.006352062686977097
Bwd IAT Tot,0.006159654736888015
Bwd IAT Min,0.005941806539788925
Tot Bwd Pkts,0.005935149140990887
Down/Up Ratio,0.005281190375611798
TotLen Bwd Pkts,0.005249241151781222
FIN Flag Cnt,0.0052453634310354255
Init Bwd Win Byts,0.0043896510723564035
Fwd Pkt Len Max,0.004068661807551905
Subflow Bwd Byts,0.0039279788847767505
Fwd Pkt Len Std,0.0035472818334261174
Bwd Pkts/s,0.003487453380790885
Idle Std,0.0032329599893363005
Idle Max,0.0030600717394262526
Pkt Size Avg,0.0024990615839234334
Pkt Len Mean,0.002236120969520215
Bwd IAT Mean,0.0021883317004474513
Idle Min,0.0019424298290064144
Bwd IAT Std,0.001926193440463529
Active Max,0.0015284940368794095
Idle Mean,0.0014537257547230372
Active Mean,0.0012013249863304413
Active Min,0.0011720841370374744
URG Flag Cnt,0.0011236781637855638
Bwd IAT Max,0.0010480109561942922
PSH Flag Cnt,0.00046884680677446655
Fwd Seg Size Min,0.0003976376999276959
Active Std,0.00021315608800437182
Protocol,0.00016019788455923198
Pkt Len Min,9.529686170782882e-05
Fwd Pkt Len Min,7.859469724753843e-05
Bwd Pkt Len Min,7.616899148374278e-05
Fwd PSH Flags,2.4644131241500266e-05
SYN Flag Cnt,1.080015538571608e-05
CWE Flag Count,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Fwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
