,importance
Dst Port,0.09781888426659296
Fwd Header Len,0.08299030208957847
Fwd Pkt Len Max,0.0733967949715832
Fwd Pkt Len Std,0.06894234537552235
Subflow Fwd Byts,0.06268345794808211
Tot Fwd Pkts,0.062007181222769006
TotLen Fwd Pkts,0.05308931459771642
Flow Pkts/s,0.04858568255631262
Fwd Pkt Len Mean,0.04439393293892554
Fwd Pkts/s,0.036632601037320224
Flow Duration,0.03162318361757436
Bwd Header Len,0.02747282231890854
Fwd Seg Size Avg,0.02610758194380247
Tot Bwd Pkts,0.024852268276202936
Bwd Pkts/s,0.02478611329645646
Init Fwd Win Byts,0.023016132225393338
Fwd Seg Size Min,0.0223510926438299
Fwd IAT Mean,0.020039546738872035
Fwd IAT Max,0.019103570395718743
Fwd IAT Std,0.01886637428190151
Fwd IAT Tot,0.018789672650637707
Subflow Fwd Pkts,0.01653375421933706
PSH Flag Cnt,0.014997257874941638
Down/Up Ratio,0.014465405889354167
Flow IAT Max,0.014046928490213556
Subflow Bwd Pkts,0.012691646306278191
ACK Flag Cnt,0.011872619454589162
Init Bwd Win Byts,0.00962903197354515
Flow IAT Std,0.006931597244684617
Bwd Pkt Len Std,0.0018181792075368229
Bwd Seg Size Avg,0.001602159899027887
Bwd Pkt Len Max,0.00137353290163333
Flow IAT Mean,0.0013490496703185953
Bwd IAT Max,0.0007166590603012967
Bwd IAT Std,0.000662372307892109
URG Flag Cnt,0.0005503555755107345
Flow Byts/s,0.0005021195501500431
TotLen Bwd Pkts,0.0004106389843397128
Subflow Bwd Byts,0.0003925285511363807
Bwd IAT Min,0.00036154623842942163
Flow IAT Min,0.00027420339722832623
Bwd Pkt Len Mean,0.00020683154669682874
Bwd IAT Mean,0.00019999389228224346
Pkt Len Std,0.00019445143127440846
Pkt Len Mean,0.000185149675258361
Pkt Len Max,0.00011583945664281784
Fwd IAT Min,0.0001147238566949591
Bwd IAT Tot,0.0001089129259289581
Pkt Len Var,6.19445471376257e-05
Idle Std,1.6262570992950277e-05
Protocol,1.298509641568862e-05
Fwd Act Data Pkts,9.363980350467286e-06
Pkt Size Avg,9.155985389536282e-06
Idle Mean,6.973656181982933e-06
SYN Flag Cnt,5.668385345779934e-06
Idle Max,5.077246923072593e-06
Fwd PSH Flags,3.6136029979226846e-06
Idle Min,3.270417969405079e-06
Active Max,2.8728008935722762e-06
FIN Flag Cnt,2.1964734294130524e-06
Active Min,1.8908128578111492e-06
Active Std,9.410668672509538e-07
ECE Flag Cnt,5.182347358543042e-07
Fwd Pkt Len Min,3.576855523489016e-07
RST Flag Cnt,3.1325071814316163e-07
Active Mean,2.492103135525189e-07
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Bwd URG Flags,0.0
Pkt Len Min,0.0
Fwd Byts/b Avg,0.0
CWE Flag Count,0.0
Bwd PSH Flags,0.0
Fwd Pkts/b Avg,0.0
Bwd Pkt Len Min,0.0
Fwd Blk Rate Avg,0.0
Bwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
