,importance
Fwd Seg Size Min,0.18579299855868373
Bwd Pkts/s,0.09410286069024534
Fwd Pkts/s,0.08032831382335054
Bwd Header Len,0.0731909412663138
Init Fwd Win Byts,0.07140334126264619
Init Bwd Win Byts,0.046092592038056206
Fwd Act Data Pkts,0.04466415170965633
Fwd Header Len,0.043123845438693756
Tot Fwd Pkts,0.036880224323849575
URG Flag Cnt,0.030740749642190035
Subflow Fwd Byts,0.028521288437395126
ACK Flag Cnt,0.023873943185577957
Subflow Fwd Pkts,0.022167391397018985
Tot Bwd Pkts,0.02061191329404727
PSH Flag Cnt,0.018187260643283434
Subflow Bwd Pkts,0.01776514019109317
Pkt Len Mean,0.016543955410703973
TotLen Fwd Pkts,0.012731935855541129
Down/Up Ratio,0.012167659008931714
Pkt Len Max,0.011896457126365332
Fwd Seg Size Avg,0.011627691601303352
Fwd Pkt Len Max,0.011125570492676099
Fwd Pkt Len Mean,0.010765832896141319
Subflow Bwd Byts,0.009644365376874199
Pkt Len Std,0.008294733103152699
Pkt Size Avg,0.007276001716464463
TotLen Bwd Pkts,0.0070176286391371865
Pkt Len Var,0.00599567209194816
Bwd IAT Tot,0.005060040783860881
Bwd Pkt Len Mean,0.004872204155451949
Bwd Pkt Len Max,0.003950349966477689
Bwd IAT Max,0.003842111398838035
Bwd Seg Size Avg,0.003726916928854206
Bwd IAT Mean,0.003193616546404577
Flow Duration,0.002589343567105273
Fwd Pkt Len Std,0.0025474308948212343
Flow IAT Max,0.0015606214021455854
Flow IAT Mean,0.0010527543004810213
Fwd IAT Tot,0.001040470048810798
Fwd IAT Max,0.00097948179744451
Bwd IAT Std,0.0008553043549424337
Fwd IAT Min,0.0007314836080759275
Fwd IAT Std,0.00033966020846641106
Active Mean,0.0001943537430583528
Fwd IAT Mean,0.00016062557769396348
Bwd IAT Min,0.00013273209068967402
Protocol,0.0001277456357775555
Flow IAT Min,0.00011574893581234647
Idle Mean,0.00010042779859088094
Bwd Pkt Len Std,7.550885885015267e-05
Flow IAT Std,5.1334910665966024e-05
FIN Flag Cnt,4.327303526919422e-05
Active Min,4.0407860857752475e-05
Idle Min,3.5411190554911846e-05
Active Max,2.0093231703357292e-05
Idle Max,1.0150068609845096e-05
Fwd PSH Flags,8.68581401329437e-06
ECE Flag Cnt,4.027034817872991e-06
Active Std,1.0371400816692117e-06
Bwd Pkt Len Min,9.214134158171975e-07
RST Flag Cnt,5.845499793463313e-07
Fwd Pkt Len Min,4.994465100723836e-07
SYN Flag Cnt,1.824163054303794e-07
Idle Std,6.322080983563905e-11
Bwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Bwd PSH Flags,0.0
CWE Flag Count,0.0
Fwd URG Flags,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Pkt Len Min,0.0
Fwd Blk Rate Avg,0.0
