,importance
Fwd Seg Size Min,0.19547173633559486
Init Bwd Win Byts,0.09921050874615056
Bwd Pkts/s,0.07470665562540657
Bwd Header Len,0.0690641908161023
TotLen Fwd Pkts,0.06448251683511083
Fwd Pkts/s,0.057906383544127554
URG Flag Cnt,0.04767934549511034
Fwd Header Len,0.04057989580834807
Subflow Fwd Byts,0.03886437552267296
Fwd Act Data Pkts,0.028413629559195203
Subflow Fwd Pkts,0.026595196961118214
Init Fwd Win Byts,0.026253725417992126
Pkt Len Mean,0.01932122196980862
Subflow Bwd Pkts,0.01859269115167029
Pkt Len Std,0.016922621204985663
Fwd Seg Size Avg,0.013269556717850125
Tot Fwd Pkts,0.011871732244899237
Bwd IAT Mean,0.01170714566958567
Fwd Pkt Len Max,0.011660111428726118
Pkt Size Avg,0.011532284411498856
Fwd Pkt Len Mean,0.011308062935190686
Bwd IAT Max,0.008953542107952649
Pkt Len Var,0.008415785887604508
Bwd IAT Std,0.0072526727179494195
Bwd Seg Size Avg,0.007032088999204001
TotLen Bwd Pkts,0.006425687501071598
Protocol,0.006331493504622314
Subflow Bwd Byts,0.006149128958843015
Bwd Pkt Len Max,0.00571394007921196
Tot Bwd Pkts,0.005256631193028075
Down/Up Ratio,0.004942028398025562
Bwd Pkt Len Mean,0.004350807966483568
Bwd Pkt Len Min,0.003957153112844249
Pkt Len Max,0.003886987020799786
Bwd IAT Tot,0.0035838051591266856
Bwd Pkt Len Std,0.0034777842055579043
Fwd Pkt Len Min,0.003152945735774963
Fwd Pkt Len Std,0.0025861244420253707
Fwd IAT Max,0.001930545030570702
Flow Duration,0.0019139960385641166
Fwd IAT Tot,0.0015281518369316598
Idle Mean,0.0014942674665516802
Bwd IAT Min,0.0009312854546336649
Flow IAT Std,0.0009240693989427026
Active Mean,0.0009083985879190929
ACK Flag Cnt,0.0008267924056652637
Flow IAT Max,0.000779970168466506
Fwd IAT Std,0.0006238298134712097
Flow IAT Mean,0.0005935374545988139
PSH Flag Cnt,0.00044073159348384543
Active Min,8.672564365996821e-05
Fwd IAT Mean,7.559443920123018e-05
Idle Max,2.807653673191405e-05
Fwd IAT Min,8.209942359604925e-06
SYN Flag Cnt,7.951354358335968e-06
Idle Min,4.948657785678629e-06
Fwd PSH Flags,4.186199783442578e-06
RST Flag Cnt,2.169005920464778e-06
FIN Flag Cnt,1.2836522640976823e-06
ECE Flag Cnt,1.2723067580438617e-06
Active Max,7.470721825690418e-07
Active Std,6.134610376337422e-07
Flow IAT Min,2.9831038608486375e-07
Idle Std,1.5277650122981167e-07
Fwd Byts/b Avg,0.0
Pkt Len Min,0.0
CWE Flag Count,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd URG Flags,0.0
Fwd Pkts/b Avg,0.0
