,importance
Fwd Seg Size Min,0.21559348096449155
Bwd Pkts/s,0.09321750954256046
Init Bwd Win Byts,0.07922463637260398
Fwd Pkts/s,0.06097387175728185
Fwd Act Data Pkts,0.047749722695567196
Fwd Header Len,0.044475013600189336
Bwd Header Len,0.04354841690226848
TotLen Fwd Pkts,0.04206343296733421
Subflow Fwd Pkts,0.03816331170208038
URG Flag Cnt,0.037797411182323916
Tot Fwd Pkts,0.0352789025452424
Init Fwd Win Byts,0.03147304797000038
Tot Bwd Pkts,0.029187950188771
Subflow Fwd Byts,0.02827041198379025
Subflow Bwd Pkts,0.018676178892075724
Fwd Pkt Len Mean,0.015560884256664189
Fwd Pkt Len Max,0.013797599761524048
Pkt Len Std,0.013223913036849088
Bwd Pkt Len Mean,0.011185582733167672
Bwd IAT Mean,0.010741687018199279
Pkt Len Mean,0.00945643973813655
Bwd IAT Max,0.006920100735804025
Pkt Size Avg,0.005873909468251275
Bwd Pkt Len Max,0.005721438311275867
ACK Flag Cnt,0.005575701811106835
Down/Up Ratio,0.005540042625210747
Subflow Bwd Byts,0.005539719207675726
Fwd Seg Size Avg,0.005100135956190008
Pkt Len Max,0.005058651405955281
Flow Duration,0.004503241328183416
Flow IAT Max,0.003368493533768472
Protocol,0.003336638004330599
Pkt Len Var,0.003253731175137417
Bwd IAT Tot,0.003197481000825989
Fwd Pkt Len Std,0.0027603873572469026
TotLen Bwd Pkts,0.0019058950524899248
Bwd Seg Size Avg,0.0017713911497047308
Fwd IAT Tot,0.0015473916819812722
Pkt Len Min,0.0013304902634009713
Bwd Pkt Len Std,0.0012461768879630808
Idle Max,0.0012367080136079787
Flow IAT Mean,0.0011374722732041937
Bwd IAT Std,0.0007522937326323999
Active Min,0.0006997215092250004
Bwd Pkt Len Min,0.0005200174445423189
Flow IAT Std,0.0005063530161898535
Fwd IAT Min,0.00046268752885479853
Bwd IAT Min,0.0003188238245769145
Idle Mean,0.00031319307396043204
Active Mean,0.00019998545329091597
Idle Min,0.00017452096586059311
PSH Flag Cnt,0.0001314024811360054
Fwd IAT Mean,0.00010303878715879935
Fwd IAT Std,5.1344403297766624e-05
Fwd PSH Flags,4.4680463076284044e-05
Fwd IAT Max,4.141033669136787e-05
FIN Flag Cnt,4.133007287373575e-05
Flow IAT Min,1.7439551983267003e-05
SYN Flag Cnt,1.545121908513017e-05
Fwd Pkt Len Min,1.248554117472583e-05
Active Std,8.523187404729995e-06
ECE Flag Cnt,3.7300552719998835e-07
RST Flag Cnt,3.2099241069434777e-07
Idle Std,3.5461047017973275e-10
CWE Flag Count,0.0
Bwd Byts/b Avg,0.0
Fwd URG Flags,0.0
Bwd Blk Rate Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd PSH Flags,0.0
Fwd Byts/b Avg,0.0
Bwd Pkts/b Avg,0.0
Active Max,0.0
Bwd URG Flags,0.0
Fwd Pkts/b Avg,0.0
