,importance
Fwd Seg Size Min,0.17712536441088733
Dst Port,0.12410164462431672
Init Fwd Win Byts,0.08898907043518062
Bwd Pkts/s,0.08421922662314933
Fwd Pkts/s,0.06620972346624132
Bwd Header Len,0.04915817527917348
Fwd Header Len,0.04061657145023919
Init Bwd Win Byts,0.03770990790936596
Fwd Act Data Pkts,0.03277400990402843
PSH Flag Cnt,0.027130495222868964
Subflow Fwd Byts,0.025794711490524633
Tot Fwd Pkts,0.024574391753729864
URG Flag Cnt,0.0243223901467912
TotLen Fwd Pkts,0.019432245850584874
ACK Flag Cnt,0.017901116865894844
Pkt Len Max,0.014244003938191098
Pkt Size Avg,0.013337098538825146
Subflow Fwd Pkts,0.013038378610965809
Pkt Len Std,0.012917354878996286
Subflow Bwd Pkts,0.012121192160082575
Fwd Pkt Len Mean,0.011604672744615819
Pkt Len Mean,0.01128265249202081
Fwd Seg Size Avg,0.007773104065312166
Tot Bwd Pkts,0.0077348270388964005
Down/Up Ratio,0.00653231757286789
TotLen Bwd Pkts,0.005267422879980554
Subflow Bwd Byts,0.005201173589817977
Pkt Len Var,0.00512785792031536
Bwd Pkt Len Max,0.0048781653180055345
Fwd Pkt Len Max,0.004514130233592821
Bwd IAT Max,0.0029134105464655707
Flow IAT Max,0.0027604748776086842
Bwd Pkt Len Mean,0.002621663630081218
Bwd IAT Std,0.002460363514486649
Flow Duration,0.0021119890163689204
Bwd Seg Size Avg,0.001491920346598287
Fwd IAT Tot,0.0014576069239163186
Bwd IAT Tot,0.0012768268213971634
Fwd IAT Mean,0.001033842180729594
Fwd IAT Max,0.0010318073469995626
Pkt Len Min,0.0009264793920628798
Fwd Pkt Len Std,0.0009126938053291241
Idle Max,0.0007709131009698832
Protocol,0.0007450040167530557
Flow IAT Mean,0.0007031052716101001
Idle Min,0.0003948599302620592
Active Min,0.00019462882127533368
Bwd IAT Min,0.00012726834530359823
Bwd Pkt Len Std,0.00011766504303825592
FIN Flag Cnt,7.935090993936675e-05
Flow IAT Min,4.6680609442892027e-05
Bwd IAT Mean,3.605200083043883e-05
Fwd IAT Std,3.493705150222825e-05
Fwd IAT Min,3.399254359741593e-05
Flow IAT Std,2.946214550154669e-05
Idle Std,1.877566732448352e-05
Active Mean,1.6330616241217182e-05
Active Std,1.2873854952430544e-05
Active Max,5.1490935499307306e-06
Idle Mean,3.0584291741625257e-07
Fwd Pkt Len Min,1.0762387678671251e-07
ECE Flag Cnt,6.153868281137277e-08
RST Flag Cnt,1.537604782769848e-10
SYN Flag Cnt,1.1449487314393118e-12
Bwd Pkt Len Min,1.6169250436681327e-14
CWE Flag Count,0.0
Bwd Pkts/b Avg,0.0
Bwd URG Flags,0.0
Fwd Byts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Fwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
Fwd Blk Rate Avg,0.0
Bwd Blk Rate Avg,0.0
Fwd PSH Flags,0.0
