,importance
Fwd Seg Size Min,0.18281069563389013
Init Fwd Win Byts,0.1305125794196405
Fwd Header Len,0.04016657542536104
Flow IAT Max,0.031402578072555164
Bwd IAT Mean,0.0304444242406693
Flow IAT Mean,0.02810020865655757
Bwd Header Len,0.026237327994525255
Bwd IAT Max,0.023992177484860554
Fwd IAT Tot,0.023448209724757633
Fwd IAT Mean,0.022490371041856395
Pkt Len Max,0.02213867708205546
Flow Duration,0.021810870433206
Flow IAT Min,0.020362412297374458
Tot Bwd Pkts,0.019796580735106012
Bwd Seg Size Avg,0.019515578533799625
TotLen Bwd Pkts,0.019224086410964736
Fwd Pkt Len Max,0.01705018983471325
Fwd IAT Min,0.016828925568440605
ACK Flag Cnt,0.01565828538582448
Fwd IAT Max,0.015084581617998175
Bwd IAT Min,0.014828971118207785
Bwd Pkt Len Max,0.014229014757366043
Flow IAT Std,0.013706471099705088
Init Bwd Win Byts,0.01365353475328901
Tot Fwd Pkts,0.012857254998546317
Subflow Bwd Pkts,0.012513172131956306
PSH Flag Cnt,0.012486759528189102
Subflow Fwd Pkts,0.012137192862401188
Subflow Bwd Byts,0.011944112863521789
Pkt Len Std,0.011558164100223213
Bwd Pkt Len Mean,0.009976069316256256
Fwd Act Data Pkts,0.009893067894473348
Bwd IAT Std,0.009725560002217998
Pkt Len Var,0.009453420453136735
Idle Mean,0.009243700188264302
Bwd Pkt Len Std,0.00856717032978148
Subflow Fwd Byts,0.008202132645532805
Idle Max,0.006561899597098858
Bwd IAT Tot,0.005911413567583033
Active Min,0.005880054262620467
Pkt Size Avg,0.005788048274247108
Idle Min,0.005690992252016954
Pkt Len Mean,0.005391184650713082
Fwd Pkt Len Mean,0.0053325199625000805
Fwd Pkt Len Std,0.004765586952017946
Fwd IAT Std,0.004255036320608395
Fwd Seg Size Avg,0.0041937173403506795
TotLen Fwd Pkts,0.00412991912180167
Active Max,0.0031688285665396137
Active Mean,0.003108769083928071
Fwd PSH Flags,0.00253927159135762
SYN Flag Cnt,0.0018744433092462128
Fwd Pkt Len Min,0.001858707700125654
Idle Std,0.0018290674575343864
Bwd Pkts/s,0.0017900056651308153
Fwd Pkts/s,0.0011088203677056038
Down/Up Ratio,0.0008842904569208113
Protocol,0.0007256061585730276
URG Flag Cnt,0.0004541142196581352
Bwd Pkt Len Min,0.0003673123556747192
Active Std,0.00014543688762069082
Pkt Len Min,0.00013375758837287912
FIN Flag Cnt,3.6841750763133426e-05
RST Flag Cnt,1.3858719506440354e-05
ECE Flag Cnt,9.391182558829548e-06
Bwd URG Flags,0.0
CWE Flag Count,0.0
Bwd Blk Rate Avg,0.0
Fwd Blk Rate Avg,0.0
Fwd Byts/b Avg,0.0
Fwd URG Flags,0.0
Fwd Pkts/b Avg,0.0
Bwd Pkts/b Avg,0.0
Bwd Byts/b Avg,0.0
Bwd PSH Flags,0.0
