,importance
Dst Port,0.06888612114773103
Flow Duration,0.05885055651648144
Flow IAT Max,0.05694033921071271
Fwd Pkts/s,0.05319524587727721
Flow IAT Mean,0.05207779855858896
Bwd Pkts/s,0.0519387402188892
Fwd IAT Tot,0.03936680614954847
Fwd IAT Max,0.03598703758916435
Fwd IAT Mean,0.03430491402665867
Flow IAT Std,0.03422904665674931
Flow IAT Min,0.033330634124590704
Bwd IAT Tot,0.030566184375193973
Fwd IAT Std,0.02735661150228328
Bwd IAT Max,0.025984536337261496
Fwd IAT Min,0.025255666404314495
Bwd IAT Mean,0.02395881255303209
Bwd IAT Std,0.020952725844797092
Init Fwd Win Byts,0.017492998270774603
Bwd IAT Min,0.016553941573624494
Idle Max,0.013684730859976124
Pkt Size Avg,0.01321601583820872
Pkt Len Mean,0.013101905263434487
Pkt Len Std,0.01219521283474729
Active Min,0.01206198961190728
Pkt Len Var,0.01201098406888107
Active Mean,0.011913022470633727
Active Max,0.01183826583151908
Idle Min,0.011315922894640642
Idle Mean,0.011187130678767676
Fwd Seg Size Avg,0.010921158079718716
Fwd Pkt Len Mean,0.010886676881890617
Init Bwd Win Byts,0.010546706394271957
Bwd Pkt Len Mean,0.010322030116329293
Bwd Seg Size Avg,0.010076103923348371
Fwd Pkt Len Max,0.009656816561292187
Idle Std,0.008831373407633908
Fwd Pkt Len Std,0.0074551740740267025
Active Std,0.007113691291761135
Pkt Len Max,0.006657590034815006
Subflow Bwd Byts,0.006388097756094713
TotLen Bwd Pkts,0.006371204472037921
Bwd Pkt Len Std,0.0063217115913400835
Bwd Pkt Len Max,0.00589083445580357
Bwd Header Len,0.004988021530415043
Fwd Header Len,0.004925895762042862
Bwd Pkt Len Min,0.004529592216358947
Fwd Pkt Len Min,0.003813365500619233
Pkt Len Min,0.003683264353618509
Tot Fwd Pkts,0.0035874488870090977
TotLen Fwd Pkts,0.0035080844865765393
Subflow Fwd Byts,0.0034791221275714606
Subflow Fwd Pkts,0.0034330183601172515
Subflow Bwd Pkts,0.0033145341054730253
Tot Bwd Pkts,0.0030102078011658862
Fwd Seg Size Min,0.0023929760657599754
Fwd Act Data Pkts,0.0021138457825362208
Down/Up Ratio,0.0015344163511231646
PSH Flag Cnt,0.001158712153000812
ECE Flag Cnt,0.0007483350101961072
RST Flag Cnt,0.0006968370449723911
ACK Flag Cnt,0.0004735904826578777
URG Flag Cnt,0.00043721305499678067
SYN Flag Cnt,0.0002106363044366254
Fwd PSH Flags,0.00019698122218622273
FIN Flag Cnt,0.0001555160434202961
Fwd URG Flags,0.00014856220164000393
CWE Flag Count,0.00014661135246573902
Protocol,0.00012014546888608856
Fwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
Fwd Blk Rate Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Bwd PSH Flags,0.0
Bwd Byts/b Avg,0.0
Bwd Blk Rate Avg,0.0
