,importance
Init Fwd Win Byts,0.1811825445234659
TotLen Fwd Pkts,0.06122281976093958
Fwd Pkts/s,0.054054931049862025
Subflow Fwd Byts,0.050170138526753845
RST Flag Cnt,0.04809241515328826
Bwd Pkt Len Max,0.044195717749318214
ECE Flag Cnt,0.04249136319873394
Dst Port,0.04133091398592113
Pkt Len Max,0.03026781051994349
Bwd Seg Size Avg,0.028638484872862163
Pkt Len Var,0.02647102532206833
Pkt Len Std,0.023717730571510637
Fwd Pkt Len Mean,0.022325972702409085
Tot Fwd Pkts,0.021543504895671202
Bwd Pkt Len Mean,0.02097040273778202
Fwd Act Data Pkts,0.019348821398583793
Subflow Fwd Pkts,0.01830847850662491
Bwd Pkt Len Std,0.01713091336302355
Fwd Pkt Len Max,0.016631157463585726
Fwd Seg Size Avg,0.015941349409733123
TotLen Bwd Pkts,0.014824220477480153
Fwd Pkt Len Std,0.014328182268556713
Fwd Header Len,0.013781819890315569
Bwd IAT Mean,0.012840138428588171
Subflow Bwd Pkts,0.012622584624929406
Pkt Len Mean,0.012450427557034684
Subflow Bwd Byts,0.011807953758398621
Pkt Size Avg,0.011462229265564495
Bwd IAT Std,0.01047120220544343
Bwd Header Len,0.009615899124830648
Tot Bwd Pkts,0.008392548012698009
Init Bwd Win Byts,0.008093167442057148
Bwd IAT Min,0.0066049689524488335
Bwd IAT Tot,0.00634107543190002
Fwd IAT Std,0.00600699539440273
Flow Duration,0.005624591900627976
Flow IAT Max,0.005472213987349365
Flow IAT Std,0.0050524693044366326
Bwd Pkts/s,0.004444028326248079
Bwd IAT Max,0.003967889373283445
Fwd IAT Max,0.003821003784112406
Down/Up Ratio,0.003752788090169417
Active Min,0.0036673047539976865
Flow IAT Mean,0.003186351174417703
Fwd IAT Tot,0.00263832684438747
ACK Flag Cnt,0.002469889961553183
Fwd IAT Mean,0.002309054484653142
URG Flag Cnt,0.002284472624028101
PSH Flag Cnt,0.002017545764603777
Idle Mean,0.0014639268184406921
Idle Max,0.0013712259590740853
Idle Min,0.0012399301756787673
Fwd Seg Size Min,0.0004342436373856002
Active Mean,0.00028566058489007666
FIN Flag Cnt,0.00025091515334863646
Fwd IAT Min,0.0001489150711440163
Active Max,0.00013252063383501107
Flow IAT Min,0.00011934606249375392
Idle Std,8.394501871052961e-05
SYN Flag Cnt,4.306886229917181e-05
Protocol,2.95932365378816e-05
Fwd Pkt Len Min,4.108771020361419e-06
Pkt Len Min,2.268170138681641e-06
Active Std,1.3129187643046996e-06
Bwd Pkt Len Min,6.43397978918469e-07
Fwd PSH Flags,5.366076613828128e-07
Bwd PSH Flags,0.0
Fwd URG Flags,0.0
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Bwd URG Flags,0.0
Bwd Pkts/b Avg,0.0
Fwd Byts/b Avg,0.0
CWE Flag Count,0.0
Fwd Blk Rate Avg,0.0
Fwd Pkts/b Avg,0.0
