,importance
Subflow Fwd Pkts,0.14354638195736652
Tot Fwd Pkts,0.11658281396953236
Subflow Fwd Byts,0.098844373627447
Fwd Seg Size Avg,0.08445241825784168
TotLen Fwd Pkts,0.08415957055828648
Fwd Pkt Len Max,0.0819993056758331
Fwd Header Len,0.06480658304520019
Fwd Pkt Len Std,0.04762007567396107
Init Bwd Win Byts,0.04429298064858127
Bwd IAT Min,0.03676804295131791
Fwd Pkt Len Mean,0.03670855266316587
Down/Up Ratio,0.019100682815925602
Bwd Header Len,0.017687936958452416
Flow Byts/s,0.014156543756738457
Flow Pkts/s,0.013293513189287636
Subflow Bwd Pkts,0.012061287113329511
Pkt Size Avg,0.011583934708324063
Bwd Seg Size Avg,0.010869290620852609
Fwd Pkts/s,0.010071720665009155
Bwd Pkt Len Std,0.008560210997750825
Tot Bwd Pkts,0.008162324482032761
Bwd Pkt Len Mean,0.00767325203549047
ACK Flag Cnt,0.006936360135025728
Fwd Act Data Pkts,0.004652744770017946
Pkt Len Max,0.0046292970152505405
Bwd Pkts/s,0.0035110698982846415
Flow IAT Std,0.0023331797099424238
TotLen Bwd Pkts,0.002297745083253126
Bwd IAT Mean,0.0010344305432846866
Flow IAT Min,0.0005433008972824206
Fwd IAT Min,0.0004158483063715044
Bwd IAT Tot,0.00014365272706045261
Init Fwd Win Byts,0.0001030987612210265
Subflow Bwd Byts,8.16787426325162e-05
Fwd IAT Tot,5.3665898268475514e-05
Fwd IAT Mean,4.5970705767047576e-05
Flow Duration,4.3339821268028654e-05
Fwd IAT Max,3.3156485689731874e-05
Flow IAT Max,3.3084060969889284e-05
Fwd Seg Size Min,2.12205950409245e-05
Fwd IAT Std,1.820191792332214e-05
Flow IAT Mean,1.544794261704435e-05
Bwd IAT Std,7.104648808673724e-06
Pkt Len Var,6.969974075931258e-06
PSH Flag Cnt,6.852283959967755e-06
Idle Max,3.6094328042577793e-06
Idle Mean,3.381971509128478e-06
Protocol,3.123733889042527e-06
Pkt Len Std,2.8883625270017795e-06
RST Flag Cnt,2.745259903675932e-06
SYN Flag Cnt,2.497904087516322e-06
Fwd PSH Flags,1.998362602664126e-06
Bwd IAT Max,1.989212786449827e-06
Idle Min,1.4926035497380759e-06
Pkt Len Mean,1.2178924118266314e-06
Bwd Pkt Len Max,1.1229200718710334e-06
ECE Flag Cnt,1.0925800438173773e-06
URG Flag Cnt,1.0030001288137327e-06
Idle Std,9.970319193813484e-07
Bwd Pkt Len Min,7.490839590707697e-07
Fwd Pkt Len Min,7.486503533172307e-07
Pkt Len Min,1.2470170942677935e-07
Active Std,0.0
Bwd PSH Flags,0.0
Bwd Blk Rate Avg,0.0
Bwd Byts/b Avg,0.0
Active Min,0.0
Active Mean,0.0
Fwd Byts/b Avg,0.0
Bwd Pkts/b Avg,0.0
Fwd URG Flags,0.0
CWE Flag Count,0.0
Fwd Pkts/b Avg,0.0
FIN Flag Cnt,0.0
Fwd Blk Rate Avg,0.0
Active Max,0.0
Bwd URG Flags,0.0
